Song Title,Lyrics
Drivers license (SOUR Prom),"I got my driver’s license last week <br> Just like we always talked about <br> ‘Cause you were so excited for me <br> To finally drive up to your house <br> But today I drove through the suburbs <br> Crying ’cause you weren’t around <br> And you’re probably with that blonde girl <br> Who always made me doubt <br> She’s so much older than me <br> She’s everything I’m insecure about <br> Yeah, today I drove through the suburbs <br> ‘Cause how could I ever love someone else? <br> And I know wе weren’t perfеct but I’ve never felt this way for no one <br> And I just can’t imagine how you could be so okay now that I’m gone <br> Guess you didn’t mean what you wrote in that song about me <br> ‘Cause you said forever now I drive alone past your street <br> And all my friends are tired <br> Of hearing how much I miss you, but <br> I kinda feel sorry for them <br> ‘Cause they’ll never know you the way that I do <br> Yeah, today I drove through the suburbs <br> And pictured I was driving home to you <br>  <br>  <br>  <br>  <br> And I know we weren’t perfect but I’ve never felt this way for no one <br> Oh, and I just can’t imagine how you could be so okay now that I’m gone <br> I guess you didn’t mean what you wrote in that song about me <br> ‘Cause you said forever now I drive alone past your street <br> Red lights <br> Stop signs <br> I still see your face <br> In the white cars <br> Front yards <br> Can’t drive past the places <br> We used to <br> Go to <br> ‘Cause I still fu*king love you, babe <br> Sidewalks <br> We crossed <br> I still hear your voice <br> In the traffic <br> We’re laughing <br> Over all the noise <br> God, I’m so blue <br> Know we’re through <br> But I still fu*king love you, babe <br> I know we weren’t perfect but I’ve never felt this way for no one <br> And I just can’t imagine how you could be so okay now that I’m gone <br> Guess you didn’t mean what you wrote in that song about me <br> ‘Cause you said forever now I drive alone past your street <br> Yeah, you said forever now I drive alone past your street"
Drivers License Clean,"I got my driver's license last week <br> Just like we always talked about <br> 'cause you were so excited for me <br> To finally drive up to your house <br> But today i drove through the suburbs <br> Crying 'cause you weren't around <br> And you're probably with that blonde girl <br> Who always made me doubt <br> She's so much older than me <br> She's everything i'm insecure about <br> Yeah, today i drove through the suburbs <br> 'cause how could i ever love someone else? <br> And i know we weren't perfect but i've never felt this way for no one <br> And i just can't imagine how you could be so okay now that i'm gone <br> Guess you didn't mean what you wrote in that song about me <br> 'cause you said forever, now i drive alone past your street <br> And all my friends are tired <br> Of hearing how much i miss you, but <br> I kinda feel sorry for them <br> 'cause they'll never know you the way that i do, yeah <br> Today i drove through the suburbs <br> And pictured i was driving home to you <br> And i know we weren't perfect  <br>  <br>  <br>  <br> But i've never felt this way for no one, oh <br> And i just can't imagine how you could be so okay, now that i'm gone <br> I guess you didn't mean what you wrote in that song about me <br> 'cause you said forever, now i drive alone past your street <br> Red lights, stop signs <br> I still see your face in the white cars, front yards <br> Can't drive past the places we used to go to <br> 'cause i still know i love you, babe (ooh, ooh, ooh, ooh) <br> Sidewalks we crossed <br> I still hear your voice in the traffic, we're laughing <br> Over all the noise <br> God, i'm so blue, know we're through <br> But i still know i love you, babe (ooh, ooh, ooh, ooh) <br> I know we weren't perfect but i've never felt this way for no one <br> And i just can't imagine how you could be so okay, now that i'm gone <br> 'cause you didn't mean what you wrote in that song about me <br> 'cause you said forever, now i drive alone past your street <br> Yeah, you said forever, now i drive alone past your street"
enough for you,"I wore makeup when we dated <br> 'Cause I thought you'd like me more <br> If I looked like the other prom queens <br> I know that you loved before <br> Tried so hard to be everything that you like <br> Just for you to say another compliment-type <br> And I knew how you took your coffee <br> And your favorite songs by heart <br> I read all of your self-help books <br> So you'd think that I was smart <br> Stupid, emotional, obsessive little me <br> I knew from the start this is exactly how you'd leave <br> You found someone more exciting <br> The next second, you were gone <br> And you left me there cryin', wonderin' what I did wrong <br> And you always say I'm never satisfied <br> But I don't think that's true <br> 'Cause all I ever wanted was to be enough for you <br> All I ever wanted was to be enough for you <br> And maybe I'm just not as interesting <br> As the girls you had before <br> But God, you couldn't have cared less <br> About someone who loved you more <br> I'd say you broke my heart <br> But you broke much more than that  <br>  <br>  <br>  <br> Now I don't want your sympathy <br> I just want myself back before <br> You found someone more exciting <br> The next second, you were gone <br> And you left me there cryin', wonderin' what I did wrong <br> And you always say I'm never satisfied <br> But I don't think that's true <br> 'Cause all I ever wanted was to be enough <br> Don't you think I loved you too much to be used and discarded? <br> Don't you think I loved you too much to think I deserve nothing? <br> But don't tell me you're sorry, boy <br> Feel sorry for yourself <br> 'Cause someday I'll be everything to somebody else <br> And they'll think that I'm so exciting <br> And you'll be the one who's crying <br> Yeah, you always say I'm never satisfied <br> But I don't think that's true <br> You say I'm never satisfied <br> But that's not me, it's you <br> 'Cause all I ever wanted was to be enough <br> But I don't think anything could ever be enough <br> For you <br> Enough for you, oh-oh-oh <br> No, nothing's enough for you"
favorite crime,"Know that I love you so bad <br> I let you treat me like that <br> I was your willing accomplice, honey <br> And I watched as you fled the scene <br> ??? as you buried me <br> One heart broke, four hands bloody <br> The things I did just so I could call you mine <br> The things you did, well, I hope I was your favorite crime <br> You used me as an alibi <br> I crossed my heart as you crossed the line <br> And I defended you to all my friends <br> And now every time a siren sounds <br> I wonder if you're around <br> 'Cause you know that I'd do it all again <br> Oh, the things I did just so I could call you mine  <br>  <br>  <br>  <br> The things you did, well, I hope I was your favorite crime <br> It's bittersweet to think about the damage that we do <br> 'Cause I was goin' down, but I was doin' it with you <br> Yeah, everything we broke and all the trouble that we made <br> But I say that I hate you with a smile on my face <br> Oh, look what we became <br> Oh, the things I did just so I could call you mine <br> All the things you did, well, I hope I was your favorite crime <br> Your favorite crime, your favorite crime <br> 'Cause, baby, you were mine"
Good 4 u,"[Intro] <br> (Ah) <br> [Verse 1] <br> Well, good for you, I guess you moved on really easily <br> You found a new girl and it only took a couple weeks <br> Remember when you said that you wanted to give me the world? <br> (World) <br> And good for you, I guess that you've been workin' on yourself <br> I guess that therapist I found for you, she really helped <br> Now you can be a better man for your brand new girl (Girl) <br> [Chorus] <br> Well, good for you <br> You look happy and healthy, not me <br> If you ever cared to ask <br> Good for you <br> You're doin' great out there without me, baby <br> God, I wish that I could do that <br> I've lost my mind, I've spent the night <br> Cryin' on the floor of my bathroom <br> But you're so unaffected, I really don't get it <br> But I guess good for you <br> [Verse 2] <br> Well, good for you, I guess you're gettin' everything you want (Ah) <br> You bought a new car and your career's really takin' off (Ah) <br> It's like we never even happened <br> Baby, what the fu*k is up with that? (Ah) <br> And good for you, it's like you never even met me <br> Remember when you swore to God I was the only <br> Person who ever got you? Well, screw that, and screw you <br>  <br>  <br>  <br> You will never have to hurt the way you know that I do <br> [Chorus] <br> Well, good for you <br> You look happy and healthy, not me <br> If you ever cared to ask <br> Good for you <br> You're doin' great out there without me, baby <br> God, I wish that I could do that <br> I've lost my mind, I've spent the night <br> Cryin' on the floor of my bathroom <br> But you're so unaffected, I really don't get it <br> But I guess good for you <br> [Break] <br> (Ah-ah-ah-ah) <br> (Ah-ah-ah-ah) <br> [Bridge] <br> Maybe I'm too emotional <br> But your apathy's like a wound in salt <br> Maybe I'm too emotional <br> Or maybe you never cared at all <br> Maybe I'm too emotional <br> Your apathy is like a wound in salt <br> Maybe I'm too emotional <br> Or maybe you never cared at all <br> [Chorus] <br> Well, good for you <br> You look happy and healthy, not me <br> If you ever cared to ask <br> Good for you <br> You're doin' great out there without me, baby <br> Like a damn sociopath <br> I've lost my mind, I've spent the night <br> Cryin' on the floor of my bathroom <br> But you're so unaffected, I really don't get it <br> But I guess good for you <br> [Outro] <br> Well, good for you, I guess you moved on really easily"
Granted,"[Verse 1] <br> How can somethin' shake up every dream I hope for? <br> Wakin' up to everything around me turned cold (Mm-hmm-mm) <br> Don't wanna go back to second-guessin' my world <br> But all I've left behind has got me feelin' so torn (Mm-hmm-mm) <br> [Chorus] <br> Am I takin' it for granted? <br> Everything that I've been granted <br> I keep lyin' awake with these dreams in the dead of the night <br> 'Cause somethin' don't feel right <br> Will I take it all for granted? <br> And be leavin' empty-handed? <br> Oh, I feel shaken, everything's changin' within me <br> [Verse 2] <br> It feels so dramatic how erratic I think <br> Chasin' everything but lеave the ones that chasе me (Ah-ah-ah) <br> So much movin' forward just to take a step back <br> When all I ever wanted I already had (Mm-hmm-mm) <br> [Chorus] <br> Am I takin' it for granted?  <br>  <br>  <br>  <br> Everything that I've been granted <br> I keep lyin' awake with these dreams in the dead of the night <br> 'Cause somethin' don't feel right <br> I won't take it all for granted <br> And be leavin' empty-handed <br> Oh, I feel shaken, everything's changin' within me <br> [Bridge] <br> Let my heart lead me home <br> 'Cause I can't do this anymore <br> Tryin' to be somebody else <br> If I never left, I'd never know <br> Just how far I didn't have to go <br> To finally feel like myself <br> [Chorus] <br> Am I takin' it for granted? <br> Everything that I've been granted <br> I keep lyin' awake with these dreams in the dead of the night <br> 'Cause somethin' don't feel right <br> I won't take it all for granted <br> And be leavin' empty-handed <br> Oh, I feel shaken, everything's changin' within me <br> [Outro] <br> Am I takin' it for granted?"
happier,"We broke up a month ago <br> Your friends are mine <br> You know I know you've moved on <br> Found someone new <br> One more girl who brings out the better in you <br> And I thought my heart was detached <br> From all the sunlight of our past <br> But she's so sweet <br> She's so pretty <br> Does she mean you forgot about me? <br> Oh, I hope you're happy <br> But not like how you were with me <br> I'm selfish, I know <br> I can't let you go <br> So find someone great but don't find no one better <br> I hope you're happy but don't be happier <br> And do you tell her she's the most beautiful girl you've ever seen? <br> An eternal love bullsh*t you know you'll never mean <br> Remember when I believed <br> You meant it when you said it first to me <br> And now I'm pickin' her apart  <br>  <br>  <br>  <br> Like cuttin' her down, make you miss my wretched heart <br> But she's beautiful <br> She looks kind <br> She probably gives you bu*terflies <br> I hope you're happy <br> But not like how you were with me <br> I'm selfish, I know <br> I can't let you go <br> So find someone great but don't find no one better <br> I hope you're happy <br> I wish you all the best <br> Really <br> Say you love her, baby <br> Just not like you love me <br> And think of me fondly when your hand's around her <br> I hope you're happy <br> But don't be happier <br> I hope you're happy <br> Just not like how you were with me <br> I'm selfish, I know <br> Can't let you go <br> So find someone great but don't find no one better <br> I hope you're happy but don't be happier"
hope ur ok,"I knew a boy once when I was small <br> A tall, hair blond, with eyes of salt <br> He played the drum in the marchin' band <br> His parents cared more about the Bible <br> And bein' good to their own child <br> Who wore sleeves 'cause of his dad <br> And somehow we fell out with a touch <br> Hope he took his bad deal and made a royal flush <br> Don't know if I see you again someday <br> But if you're out there, I hope that you're okay <br> A middle school friend grew up alone <br> She raised her brothers on her alone <br> Her parents hated who she was <br> She couldn't wait to go to college <br> She was tired, 'cause she was brought into a world <br> Where family was merely blood  <br>  <br>  <br>  <br> She know how proud I am she was created <br> With courage to unlearn all of their hatred <br> We don't talk much, but I just gotta say <br> I miss you, and I hope that you're okay <br> Address the letters to the holes in my bu*terfly wing <br> 'Cause nothing's forever, nothing's as good as it seems <br> And when the clouds are ironed out <br> And the monsters creep into your house <br> Every door is hard to close <br> Well, I hope you know how proud I am you were created <br> With the courage to unlearn all of their hatred <br> But I hope that you're happier today <br> 'Cause I love you and I hope that you're okay"
"I Think I Kinda, You Know (Duet)","Verse 1: Olivia Rodrigo] <br> So much has happened, think of what we've done <br> In the time that the Earth has traveled 'round the Sun <br> Winter, spring, summer, and we're back to fall <br> We've been together, hand-in-hand through it all <br> [Pre-Chorus 1: Olivia Rodrigo] <br> From the minute we kissed and my heart skipped a beat <br> To the night that we danced, I was swept off my feet <br> Sure as every year has to come to an end <br> I'd go spinnin' 'round the Sun with you again and again <br> And again and again <br> [Chorus: Olivia Rodrigo, Joshua Bassett, Both] <br> I think I kinda, you know <br> I think I kinda, you know <br> Like the way that we flow <br> Like the way that we go <br> And I love <br> I think I kinda, you know <br> I think I kinda, you know <br> I think I kinda, you know, you know, you know <br> [Verse 2: Joshua Bassett] <br> Sometimes you know exactly what to say <br> Then you open your mouth and the words go away <br> Don't want you to wonder or to doubt or guess <br> So let me tell you clearly what I'm tryin' to express <br> [Pre-Chorus 2: Joshua Bassett] <br> It's just three little words, yeah, it's not a big deal  <br>  <br>  <br>  <br> It's not like I can help feelin' all that I feel <br> And by now, I'm sure you're thinkin' it's so obvious <br> But just in case it's not <br> What I'm sayin' is this, what I'm sayin' is this <br> [Chorus: Olivia Rodrigo, Joshua Bassett, Both] <br> I think I kinda, you know <br> I think I kinda, you know <br> Like the way that we flow <br> Like the way that we go <br> And I love <br> I think I kinda, you know <br> I think I kinda, you know <br> Mm, I think I kinda, you know, you know, you know <br> [Bridge: Joshua Bassett, Olivia Rodrigo, Both] <br> You know how we can talk all night <br> And not run outta things to talk about? <br> It's rare that somethin' feels this right <br> It feels so right <br> [Chorus 2: Olivia Rodrigo, Joshua Bassett, Both] <br> I think I kinda, you know <br> I think I kinda, you know, you know, you know <br> I think I kinda, you know <br> Oh, I think I kinda, you know <br> I think I kinda, you know, you know, you know <br> [Outro: Joshua Bassett, Olivia Rodrigo, Both] <br> I can't help dreamin' of you <br> Guess I'm sayin' I don't not love you <br> You know, you know, you know"
"I Think I Kinda, You Know (Nini Version)","[Verse] <br> So much has happened, think of what we've done <br> In the time that the Earth has traveled 'round the Sun <br> Winter, spring, summer, and we're back to fall <br> We've been together, hand-in-hand through it all <br> [Pre-Chorus] <br> From the minute we kissed and my heart skipped a beat <br> To the night that we danced, I was swept off my feet <br> Sure as every year has to come to an end <br> I'd go spinnin' 'round the Sun with you again and again  <br>  <br>  <br>  <br> And again and again <br> [Chorus] <br> I think I kinda, you know <br> I think I kinda, you know <br> Like the way that we flow <br> Like the way that we go <br> And I love <br> I think I kinda, you know <br> I think I kinda, you know, you know, you know <br> [Outro] <br> I can't help dreamin' of you <br> Guess I'm sayin' I don't not love you <br> You know, you know, you know"
"jealousy, jealousy","I kind of wanna throw my phone across the room <br> 'Cause all I see are girls too good to be true <br> With paper-white teeth and perfect bodies, wish I didn't care <br> I know their beauty is not my lack, but it feels like that <br> Weight is on my back, and I can't let it go <br> Com-comparison is killing me slowly <br> I think I think too much 'bout kids who don't know me <br> I'm so sick of myself, rather be, rather be <br> Anyone, anyone else, but jealousy, jealousy started following me <br> Started following me <br> Blue eyes, see everyone getting all the things I want <br> I'm happy for them, but then again I'm not <br> Just cool vintage clothes and vacation photos <br> I can't stand it, oh, God, I sound crazy <br> Their win is not my loss <br> I know it's true, but I can't help getting caught up in the <br> Co-com-comparison is killing me slowly  <br>  <br>  <br>  <br> I think I think too much 'bout kids who don't know me <br> I'm so sick of myself, rather be, rather be <br> Anyone, anyone else, but jealousy, jealousy <br> All your friends are so cool, you go out every night <br> In your daddy's nice car, yeah, you're living the life <br> Got a pretty face, pretty boyfriend too <br> I wanna be you so bad and I don't even know you <br> All I see is what I should be <br> Happier, prettier, jealousy, jealousy <br> All I see, what I should be <br> I'm positive, all I get is jealousy, jealousy <br> Com-comparison is killing me slowly <br> I think I think too much 'bout kids who don't know me <br> I'm so sick of myself, rather be, rather be <br> Anyone, anyone else, but jealousy, jealousy <br> I'm so sick of myself, I'd rather be, rather be <br> Anyone, anyone else, jealousy, jealousy started following me"
Just for a Moment,"[Verse 1: Joshua Bassett & Olivia Rodrigo] <br> I fell in love <br> With the only girl who knows what I'm about <br> I fell in love <br> With a boy and I can't tell if I fell out <br> [Pre-Chorus 1: Olivia Rodrigo & Joshua Bassett] <br> After all is said and done <br> I can't just pretend I'm movin' on <br> Is it just a part we're playin'? <br> 'Cause it don't feel like we're fakin' <br> [Chorus: Olivia Rodrigo & Joshua Bassett, Olivia Rodrigo] <br> When we're underneath the lights <br> My heart's no longer broken <br> For a moment, just for a moment <br> When we're singin' side by side <br> There's so much left unspoken <br> For a moment, just for a moment <br> A moment in love (Just for a moment) <br> A moment in love (Just for a moment) <br> But is a moment enough? <br> [Verse 2: Joshua Bassett & Olivia Rodrigo] <br> Way, way back then <br> Always dreamed it's you and me 'til the end <br> Now, we can't play pretend <br> And I'm scared to talk to my best friend <br> [Pre-Chorus 2: Olivia Rodrigo & Joshua Bassett] <br> Should I stay or let you go? <br> Will you love me when the curtains close? <br> Is it just a part we're playin'? <br> 'Cause it don't feel like we're fakin'  <br>  <br>  <br>  <br> [Chorus: Olivia Rodrigo & Joshua Bassett, Joshua Bassett] <br> When we're underneath the lights <br> My heart's no longer broken <br> For a moment, just for a moment <br> When we're singin' side by side <br> There's so much left unspoken <br> For a moment, just for a moment <br> A moment in love (Just for a moment) <br> A moment in love (Just for a moment) <br> But is a moment enough? <br> [Bridge: Olivia Rodrigo] <br> Maybe your heart still stops when you see me <br> Maybe it's worth another try, better place, better time <br> [Chorus: Olivia Rodrigo & Joshua Bassett, Joshua Bassett] <br> When we're underneath the lights (Underneath the lights) <br> My heart's no longer broken <br> For a moment, just for a moment (Just for a moment) <br> When we're singin' side by side <br> There's so much left unspoken <br> For a moment, just for a moment <br> A moment in love (Just for a moment) <br> A moment in love (Just for a moment), oh <br> But is a moment enough? <br> [Outro: Olivia Rodrigo & Joshua Bassett] <br> When we're underneath the lights <br> My heart's no longer broken <br> For a moment, just for a moment"
Love Is Blindness,"{Chorus} <br> Love is blindness, I don't wanna see <br> Won't you wrap the night around me? <br> Oh, my heart <br> Love is blindness <br> {Verse 1} <br> I'm in a parked car, on a crowded street <br> You see your love made complete <br> The thread is ripping, the knot is slippin' <br> Blindness <br> {Verse 2} <br> Love is clockworks and cold steel <br> Fingers too numb to feel <br> Squeeze the handle, blow out the candle <br> Love is blindness <br> {Chorus} <br> Love is blindness, I don't wanna see <br> Won't you wrap the night around me? <br> Oh, my love  <br>  <br>  <br>  <br> Love is blindness <br> {Bridge} <br> A little death without mournin' <br> No call and no warnin' <br> Baby, a dangerous idea <br> That almost makes sense <br> {Verse 3} <br> Love is drownin' in a deep well <br> All the secrets, and nobody else to tell <br> Take the money <br> Why don't ya, honey? <br> Blindness <br> {Chorus} <br> Love is blindness, I'm so sick of it <br> Why don't you take the night <br> And wrap it all around me? <br> Oh, my love <br> Blindness <br> Love is blindness <br> Ooh, I'm too numb to feel <br> Blow out the candle <br> Blindness"
Maniac,"{Verse 1} <br> You were with your friends, partyin' <br> When the alcohol kicked in <br> Said you wanted me dead <br> So you show up at my home, all alone <br> With a shovel and a rose <br> Do you think I'm a joke? <br> {Pre-Chorus} <br> 'Cause people like you always want back what they can't have <br> But I'm past that and you know that <br> So you should turn back to your rat pack, tell 'em I'm trash <br> {Chorus} <br> Tell all of your friends that I'm crazy and drive you mad <br> That I'm such a stalker, a watcher, a psychopath <br> And tell them you hate me and dated me just for laughs <br> So why do you call me and tell me you want me back? <br> You maniac <br> {Post-Chorus} <br> Oh, you maniac <br> Mmm, you maniac <br> Oh, you maniac <br> {Verse 2} <br> You just went too far  <br>  <br>  <br>  <br> Crashed your car, called me cryin' in the dark <br> Now you're breakin' my heart <br> So I show up at your place right away <br> Wipe the tears off of your face <br> While you beg me to stay, well <br> {Pre-Chorus} <br> 'Cause people like you always want back what they can't have <br> But I'm past that and you know that <br> So you should turn back to your rat pack, tell 'em I'm trash <br> {Chorus} <br> And tell all of your friends that I'm crazy and drive you mad <br> That I'm such a stalker, a watcher, a psychopath <br> And tell them you hate me and dated me just for laughs <br> So why do you call me and tell me you want me back? <br> You maniac <br> {Post-Chorus} <br> Oh, you maniac <br> Mmm, you maniac <br> Oh, you maniac"
Out of the Old,"[Verse 1] <br> Feels like I'm not where I'm supposed to be <br> I don't fit in with these familiar faces <br> And the games they play don't mean a thing to me <br> I know there's so much more <br> [Pre-Chorus 1] <br> I can't stop dreamin', and thinkin' <br> Maybe I could be someone different <br> More than a yearbook memory <br> If I leave this, I'm riskin' almost everything <br> Am I on the right road? <br> [Chorus] <br> Outta the old, I've gotta find my way <br> Into the new, give anything it takes <br> I wanna know, if no one knew my name <br> Would my wildest dreams feel like home? <br> If I go out of the old (Ayo, ayo) <br> And into the new (Ayo, ayo) <br> Out of the old (Ayo, ayo) <br> And into the new (Ayo, ayo) <br> Yeah, I wanna know (Ayo, ayo) <br> If no one knew my name <br> Would my wildest dreams feel like home? <br> Out of the old <br> [Verse 2] <br> I wish these streets were still enough for me <br> I wish this town could give me everything  <br>  <br>  <br>  <br> But I still feel stopped while every light turns green <br> Why can't I let it go? <br> [Pre-Chorus 2] <br> I can't stop dreamin', and thinkin' <br> Maybe I could be someone different <br> More than a yearbook memory <br> Leavin' all this, I'm riskin' almost everything <br> But there's only one road <br> [Chorus] <br> Outta the old, I've gotta find my way <br> Into the new, give anything it takes <br> I wanna know, if no one knew my name <br> Would my wildest dreams feel like home? <br> If I go out of the old (Ayo, ayo) <br> And into the new (Ayo, ayo) <br> Out of the old (Ayo, ayo) <br> And into the new (Ayo, ayo) <br> Yeah, I wanna know (Ayo, ayo) <br> If no one knew my name <br> Would my wildest dreams feel like home? (Ayo, ayo) <br> Out of the old (Ayo, ayo) <br> [Outro] <br> And into the new (Ayo, ayo) <br> Take me out of the old (Ayo, ayo) <br> And into the new (Ayo, ayo) <br> 'Cause I wanna go <br> I wanna go <br> Mmm <br> Just take me"
Recall the times**,"I recall the times, we were together, mm <br> I recall the times, we were just friends, oh <br> I didn't like those times, no I didn't  <br>  <br>  <br>  <br> but I just kept following, as long as I was close to you."
River,"It's comin' on Christmas, they're cuttin' down trees <br> They're puttin' up reindeer and singin' songs of joy and peace <br> Oh, I wish I had a river <br> I could skate away on <br> But it don't snow here, it stays pretty green <br> I'm gonna make a lot of money then I'm gonna quit this crazy scene <br> Oh, I wish I had a river <br> I could skate away on <br> I wish I had a river so long <br> I would teach my feet to fly <br> Oh, I wish I had river <br> I could skate away on <br> I made my baby cry <br> He tried hard to help me, you know, he put me at ease <br> And he loved me so naughty, made me weak in the knees  <br>  <br>  <br>  <br> Oh, I wish I had a river <br> I could skate away on <br> I'm so hard to handle, I'm selfish and I'm sad <br> Now I've gone and lost the best baby that I ever had <br> Oh, I wish I had a river <br> I could skate away on <br> I wish I had river so long <br> I would teach my feet to fly <br> Oh, I wish I had a river <br> I could skate away on <br> I made my baby say goodbye <br> It's comin' on Christmas, they're cuttin' down trees <br> They're puttin' up reindeer and singin' songs of joy and peace <br> Oh, I wish I had a river <br> I could skate away on"
Space Oddity,"{Verse 1} <br> Ground Control to Major Tom <br> Ground Control to Major Tom <br> Take your protein pills and put your helmet on <br> Ground Control to Major Tom <br> Commencing countdown, engines on <br> Check ignition and may God's love be with you <br> {Verse 2} <br> This is Ground Control to Major Tom <br> You've really made the grade <br> And the papers want to know whose shirts you wear <br> Now it's time to leave the capsule if you dare <br> This is Major Tom to Ground Control <br> I'm steppin' through the door <br> And I'm floating in a most peculiar way <br> And the stars look very different today <br> {Chorus} <br> For here I am sittin' in a tin can  <br>  <br>  <br>  <br> Far above the world <br> Planet Earth is blue <br> And there's nothin' I can do <br> {Verse 3} <br> Though I'm past one hundred thousand miles <br> I'm feelin' very still <br> And I think my spaceship knows which way to go <br> Tell my wife I love her very much <br> She knows <br> Ground Control to Major Tom <br> Your circuit's dead, there's somethin' wrong <br> Can ya hear me, Major Tom? <br> Can ya hear me, Major Tom? <br> Can you hear me, Major Tom? <br> Can you hear— <br> {Chorus} <br> I am sittin' in my tin can <br> Far above the world <br> Planet Earth is blue <br> And there's nothin' I can do"
Start of Something New (Nini Version),"[Verse] <br> Livin' in my own world, didn't understand <br> That anything can happen, when you take a chance <br> I never believed in, what I couldn't see <br> I never opened my heart, to all the possibilities, oh <br> [Pre-Chorus] <br> I know that somethin' has changed <br> Never felt this way <br> And right here, tonight <br> [Chorus] <br> This could be the start of something new <br> It feels so right to be here with you, oh <br> And now, lookin' in your eyes  <br>  <br>  <br>  <br> I feel in my heart (Feel in my heart) <br> The start of somethin' new <br> [Bridge] <br> I never knew that it could happen, 'til it happened to me <br> Oh, yeah <br> I didn't know it before, but now it's easy to see, oh <br> [Chorus] <br> It's the start of somethin' new <br> It feels so right to be here with you, oh <br> And now, lookin' in your eyes <br> I feel in my heart <br> The start of somethin' new"
Tainted Love,"{Verse 1} <br> Sometimes I feel I've got to <br> Run away, I've got to <br> Get away from the pain you drive into the heart of me <br> The love we share <br> Seems to go nowhere <br> And I've lost my light <br> For I toss and turn, I can't sleep at night <br> {Chorus} <br> Once I ran to you <br> Now, I'll run from you <br> This tainted love you've given <br> I give you all a girl could give you <br> Take my tears and that's not nearly all <br> Tainted love, tainted love <br> {Verse 2} <br> Now, I know I've got to <br> Run away, I've got to <br> Get away <br> You don't really want any more from me  <br>  <br>  <br>  <br> To make things right <br> You need someone to hold you tight <br> And you think love is to pray <br> But I'm sorry, I don't pray that way <br> {Chorus} <br> Once I ran to you <br> Now, I'll run from you <br> This tainted love you've given <br> I give you all a girl could give you <br> Take my tears and that's not nearly all <br> Tainted love, tainted love <br> {Outro} <br> Don't touch me please <br> I can't stand the way you tease <br> I love you, though you hurt me so <br> Now, I'm gonna pack my things and go <br> Tainted love, tainted love <br> Tainted love, tainted, tainted love"
The Best Part,"[Verse 1] <br> I think of you when the wind blows <br> I see your face almost everywhere <br> Sure, maybe Salt Lake is not close <br> But I'm still breathin' you in the air <br> [Chorus] <br> Because the best part is knowin' <br> There's somethin' in my dreams that always makes me smile <br> It's you <br> The best part is knowin' <br> There's someone in my life that makes it all worthwhile <br> It's you <br> [Verse 2]  <br>  <br>  <br>  <br> When I don't know what to do <br> Know I'm never givin' up, never givin' up on you, baby <br> There's no need to be blue <br> [Chorus] <br> Bеcause the best part is knowin' <br> Thеre's somethin' in my dreams that always makes me smile <br> It's you <br> The best part is knowin' <br> There's someone in my life that makes it all worthwhile <br> It's you <br> [Outro] <br> You, you <br> You, you, it's you <br> It's you"
The Rose Song,"[Verse 1] <br> All my life, I've seen myself through your eyes <br> Wonderin' if I am good enough for your time <br> You love me but for all the wrong reasons <br> Am I somethin' to you and not someone? <br> 'Cause I feel trapped on this pedestal you put me on <br> You tell me that I'm beautiful but I think that's an understatement <br> [Chorus] <br> 'Cause I am more than what I am to you <br> You say I'm perfect but I've got thorns with my petals, too <br> And I won't be confined to your point of view <br> I'm breakin' through the glass you put me in <br> 'Cause my beauty's from within <br> [Bridge] <br> Oh-oh, oh-oh-oh-oh <br> My beauty's from within <br> Oh-oh, oh-oh-oh  <br>  <br>  <br>  <br> [Verse 2] <br> So, I am done livin' my lifе just for you <br> You watched me wither and now you'll watch mе bloom <br> You're hidin' in the dark but I'm reachin' for the sun, woo-ooh <br> [Chorus] <br> 'Cause I am more than what I am to you <br> You say I'm pretty but I've got magic that you never knew <br> And I won't be confined to your point of view <br> I'm breakin' through the glass you put me in <br> 'Cause I am more than what I am to you <br> You say I'm perfect but I've got thorns with my petals, too <br> And I won't be confined to your point of view <br> I'm breakin' through the glass you put me in <br> 'Cause my beauty's from within"
