Song Title,Lyrics
Liquid Smooth,"I'm beautiful, I know 'cause it's the season <br> But what am I to do with all this beauty <br> Biology- I am an organism <br> I'm chemical, that's all that is all <br> I'm liquid smoothe <br> Come touch me too <br> And feel my skin is plump and full of life <br> I'm in my prime <br> I'm liquid smoothe <br> Come touch me, too <br> I'm at my highest peak <br> I'm ripe, about to fall  <br>  <br>  <br>  <br> Capture me <br> (?)Please take my picture??? <br> I'm pulsing <br> My blood is red an unafraid of living <br> Beginning to end <br> I'm liquid smoothe <br> Come touch me too, <br> And feel my skin is plump and full of life I'm in my prime ... <br> How I feel this river rushing through my veins <br> With nowhere else to go <br> It circles round"
Love Me More,"[Verse 1] <br> If I keep myself at home <br> I won't make the same mistake <br> That I made for fifteen years <br> I could be a new girl <br> I will be a new girl <br> I wish that this would go away <br> But when I'm done singing this song <br> I will have to find something else <br> To do to keep me here <br> Something else to keep me <br> [Pre-Chorus] <br> Here's my hand <br> There's the itch <br> But I'm not supposed to scratch <br> [Chorus] <br> I need you to love me more <br> Love me more, love me more <br> Love enough to fill me up <br> Fill me up, fill me full up <br> I need you to love me more <br> Love me more, love me more <br> Love enough to drown it out <br> Drown it out, drown me out <br> [Verse 2] <br> How do other people live? <br> I wonder how they keep it up <br>  <br>  <br>  <br> When today is finally done <br> There's another day to come <br> Then another day to come <br> Then another day to <br> [Pre-Chorus] <br> Come back to mine <br> We'll pretend it ends tomorrow <br> [Chorus] <br> I need you to love me more <br> Love me more, love me more <br> Love enough to fill me up <br> Fill me up, fill me full up <br> I need you to love me more <br> Love me more, love me more <br> Love enough to drown it out <br> Drown it out, drown me out <br> [Outro] <br> I need you to love me more <br> Love me more, love me more <br> Love enough to clean me up <br> Clean me up, clean me up <br> Clean me up, clean me up <br> Clean me up, clean me up <br> I need you to love me more <br> Love me more, love me more"
My Body's Made Of Crushed Little Stars,"I'm not doing anything <br> I'm not doing anything <br> My body's made of crushed little stars <br> And I'm not doing anything <br> I wanna see the whole world <br> I wanna see the whole world <br> I don't know how I'm gonna pay rent <br> I wanna see the whole world <br> Would you k** me, Jerusalem <br> k** me, Jerusalem <br> k** me, Jerusalem <br> Come find me <br> I better ace that interview  <br>  <br>  <br>  <br> I better ace that interview <br> I should tell them that I'm not afraid to die <br> I better ace that interview <br> Uh <br> I work better under a deadline <br> I work better under a deadline <br> I pick an age when I'm gonna disappear <br> Until then I can try again <br> Until then I can try again <br> k** me, Jerusalem <br> k** me, Jerusalem <br> k** me, Jerusalem <br> Go and k** me"
Once More To See You,In the rearview mirror <br> I saw the setting sun on your neck <br> And felt the taste of you bubble up inside me <br> But with everybody watching us <br> Our every move <br> We do have reputations <br> We keep it secret <br> Won't let them have it <br> So come inside and be with me <br> Alone with me <br> Alone <br> With me alone <br> If you would let me give you pinky promise kisses <br> Then I wouldn't have to scream your name atop of every roof in the city of my heart  <br>  <br>  <br>  <br> If I could see you <br> Once more to see you <br> Come inside and be with me <br> Alone with me <br> Alone <br> With me alone <br> If you would let me give you pinky promise kisses <br> Then I wouldn't have to scream your name atop of every roof in the city of my heart <br> If I could see you <br> Once more to see you <br> If I could see you <br> Once more to see you
Pearl Diver,"Treasure hunter you are dead, the light of a world is fading <br> You cannot see the other end, your body's lost all feeling <br> Those creatures of your working mind, don't fear them or their hunger <br> Forgive the sea, follow the tide, with the monsters on your shoulder <br> Pearl diver <br> Dive, dive deeper <br> Pearl diver <br> Dive, dive down <br> Pearl diver <br> Dive, dive deeper <br> Pearl diver <br> Dive, dive down <br> Oh hunter, if you didn't want the beautiful so badly  <br>  <br>  <br>  <br> Perhaps you would've found it in your spirit singing softly <br> But hunter, you were human, don't forget it and go safely <br> And I, I'll live without you, though the struggle will be daily <br> Pearl diver <br> Dive, dive deeper <br> Pearl diver <br> Dive, dive down <br> Pearl diver <br> Dive, dive deeper <br> Pearl diver <br> Dive, dive down <br> Treasure hunter you are dead, the light of a world is fading"
Pocket Full of Posies,"Our secret has become a child on halloween <br> Costume and a basket full of candy <br> It knows what being scared is <br> But not how to be scary <br> It knows what being scared is <br> But not how to be scary <br> Are you the cowardly lion <br> Or the little thief? <br> Are you the dancing bear <br> Or thunder and lightning? <br> You know what being scared is <br> But not how to be scary <br> You know what being scared is  <br>  <br>  <br>  <br> But not how to be scary <br> You know what being scared is (do wrappers on the ground lead you right back to me?) <br> But not how to be scary (does the smell of backseats remind you of me?) <br> You know what being scared is (when you changed your clothes did you change out of me?) <br> But not how to be scary (pocket full of posies, fall down next to me)"
Puberty 2,Tracklist 1. Happy <br> 2. Dan the Dancer <br> 3. Once More to See You <br> 4. Fireworks <br> 5. Your Best American Girl <br> 6. I Bet on Losing Dogs  <br>  <br>  <br>  <br> 7. My Body's Made of Crushed Little Stars <br> 8. Thursday Girl <br> 9. A Loving Feeling <br> 10. Crack Baby <br> 11. A Burning Hill Album Art
Real Men,"Real men don't need other people <br> And real men s** it in <br> Real men don't flinch or bleed in public <br> Oh, I think I'm a real man. <br> Little boys cry and look around for comfort <br> And always get what they want <br> Little boys see toys and say, ""I can take that!"" <br> Oh, you are my little boy <br> Though honestly sir, all I wanna do <br> Is get naked in front of you <br> So you can look me up and down <br> And tell me, ""Well done girl, you're looking good!"" <br> Real men keep cool in the face of a fire  <br>  <br>  <br>  <br> Go down with the ship <br> And real men don't eat, 'cause they're above that, damn it <br> And oh, I'm gonna be a real man. <br> Though honestly sir, all I wanna do <br> Is get naked in front of you <br> So you can look me up and down <br> And give me your love for being so god <br> But little boys hold me, color me <br> Praise me, make me feel lovely <br> For a little while <br> So little boy, say you want me <br> 'Cause when I can't take it, go ahead <br> Do it, do it"
Shame,It feels so good <br> It feels so good <br> And right outside the door nobody knows <br> They're right outside the door and they don't know how it <br> Feels so good <br> It feels so good <br> I never was very good <br> I haven't been so good  <br>  <br>  <br>  <br> But right outside the door nobody knows <br> They're right outside the door and they don't know how it <br> Feels so good <br> It feels so good <br> And I don't need anything other than you.
Should’ve Been Me,"[Verse 1] <br> Well, I went through my list of friends and found <br> I had no one to tell <br> Of this overwhelming clean feeling <br> Strange serenity <br> [Pre-Chorus] <br> When I saw the girl looked just like me <br> And it broke my heart, the lengths you went to hold me <br> To get to have me, 'cause <br> [Chorus] <br> I haven't given you what you need <br> You wanted me, but couldn't reach me <br> So you went into your memory <br> Relived all the ways you still want me <br> I haven't given you what you need <br> You wanted me, but couldn't reach me <br> I'm sorry, it should've been me <br> [Verse 2] <br> I'd be going 'bout my day, until a hand <br>  <br>  <br>  <br> Would come and lift me out <br> And drop me in the middle of a labyrinth <br> Where I'd be stuck a while <br> [Pre-Chorus] <br> When I saw the girl looked just like me, I thought <br> Must be lonely loving someone <br> Trying to find their way out of a maze <br> Oh, I know <br> [Chorus] <br> I haven't given you what you need <br> You wanted me, but couldn't reach me <br> So you went into your memory <br> Relived all the ways you still want me <br> I haven't given you what you need <br> You wanted me, but couldn't reach me <br> I'm sorry, it should've been me <br> I'm sorry, it should've been me"
Sparrow,"When I came back to the east coast <br> Looking out from the beach among the boats <br> From afar I saw two arms <br> Swing together then apart <br> You're a shadow from a jaunty kite <br> You're a sparrow with the loudest pipes <br> And I like it <br> So I took off my boots <br> And I made my way out to you <br> From afar you are a wrecking ball <br> Swaying dangerous and drunk and high and tired  <br>  <br>  <br>  <br> But when I got to you, you stood up on the sandbar <br> Spinning circles, laughing, dancing, making waves with your arms <br> You're a shadow from a jaunty kite <br> You're a sparrow with the loudest pipes <br> When I think of you it makes me want to cry <br> And I find myself thinking about you all the time <br> And I like it"
Square,"Your room was square <br> I once noticed from there <br> In your bed, as you slept, <br> And I held my breath <br> Everything had its own place <br> And I wondered what space would I take <br> In the order you kept <br> I tried to eat like your girlfriend <br> Just tea in the night, I'd end up <br> Too hungry to sleep <br> So lying awake, I would follow the aching inside, <br> I would find <br> It's for you won't be mine <br> I tried my hardest, for I'd never learned <br> God's very simple and love shouldn't burn <br> And I would've offered you all that you yearned for <br> But I was still waiting for something to earn  <br>  <br>  <br>  <br> What is that quiet of snow in the night? <br> The dark rings with white noise <br> As you stand and drown <br> Maybe it's all of these snowflakes, screaming <br> A choir of mute <br> As they brace for the ground <br> Well that's my ride <br> Hope you had a good night <br> You know, you made me happy <br> Here shake my hand <br> You make such a good man <br> Never once did you know me <br> I tried my hardest, for I'd never learned <br> God's very simple and love doesn't burn <br> And maybe you offered me all that I yearned for <br> But I was still waiting for something to earn <br> Silly me, waiting."
Stay Soft,"[Verse 1] <br> Fury, pure and silver <br> You grip it tight inside <br> Like a knife <br> It glints in your eye <br> It's why I've arrived, your sex god <br> Here to take you where <br> You need to go <br> To where the dark remembers you <br> [Pre-Chorus] <br> Open up your heart <br> Like the gates of Hell <br> [Chorus] <br> You stay soft, get beaten <br> Only natural to harden up <br> You stay soft, get eaten <br> Only natural to harden up <br> [Verse 2] <br> I am face down on my bed <br> Still not quite awake yet <br>  <br>  <br>  <br> Thinking of you <br> I tuck my hand under my weight <br> Just tell me what you want to do <br> Tell me what you want <br> To burn away <br> 'Cause I could be your stoker <br> [Pre-Chorus] <br> Open up your heart <br> Like the gates of Hell <br> [Chorus] <br> You stay soft, get beaten <br> Only natural to harden up <br> You stay soft, get eaten <br> Only natural to harden up <br> You stay soft, get beaten <br> Only natural to harden up <br> You stay soft, get eaten <br> Only natural to harden up"
Strawberry Blond,"I love everybody <br> Because I love you <br> When you stood up <br> Walked away, barefoot <br> And the gra** where you lay <br> Left a bed in your shape <br> I looked over it <br> And I ached <br> I love everybody <br> Because I love you <br> I don't need the city, and I <br> Don't need proof <br> All I need, darling <br> Is a life in your shape <br> I picture it, soft <br> And I ache <br> Look at you, strawberry blond <br> Reach out the car window <br> Trying to hold the wind  <br>  <br>  <br>  <br> You tell me you love her; <br> I give you a grin <br> Oh all I ever wanted was a <br> Life in your shape <br> So I follow the white lines <br> Follow the while lines <br> Keep my eyes on the road <br> As I ache <br> Look at you, strawberry blond <br> Fields rolling on <br> I love it when you call my name <br> Can you hear the bumblebees swarm? <br> Watching your arm <br> I love it when you look my way <br> (Repeat) <br> Isaiah, Isaiah, Isaiah, Isaiah, Isaiah, Isaiah."
Susie Save Your Love,"[Verse 1: Allie X] <br> Susie needs a ride <br> She's way too drunk to drive <br> But, oh, she’s such a sight to see <br> Marshall is the problem <br> She's been trying to solve him <br> Someone needs to set her free <br> [Pre-Chorus: Allie X] <br> Oh no, she's waiting for no one <br> Hold on, hold on, I’m a block away <br> [Chorus: Allie X] <br> Save your love for someone like me <br> You don't have to be a part-time <br> Susie, save your love, and take mine from me <br> (Ah, ah, ah, Susie) <br> You don't have to be a part-time, save your love <br> [Post-Chorus: Allie X] <br> Susie, save your love <br> [Verse 2: Mitski] <br> Susie's riding shotgun <br> Saying that I'm no fun <br> Says she's not ready to sleep <br> Marshall makes her angry <br> So, she's tryna make me <br>  <br>  <br>  <br> Drive her up and down his street <br> [Pre-Chorus: Mitski] <br> Oh no, she's waiting for no one <br> Hold on, hold on, we’re a block away <br> [Chorus: Allie X & Mitski, Allie X] <br> Save your love for someone like me <br> You don’t have to be a part-time <br> Susie, save your love, and take mine from me <br> (Ah, ah, ah, Susie) <br> You don't have to be a part-time, save your love <br> [Outro: Allie X, Mitski & Both] <br> Save your love, your love, your love, your love, your love <br> (Ah, ah) Susie, save your love <br> Ooh, ooh <br> (Ah, ah) Susie, save your love <br> (Ah, ah) Susie, save your love <br> (Ah, ah) Susie, save your love <br> Save, save, save your love <br> (Ah, ah) Save your love <br> Save, save, save, your love"
Texas Reznikoff,"Its beeauutiful out today. <br> I wish I could take me upstate to the little place you would tell me abuot when you would sense that I wanted to escape. <br> Texas is a landlocked state. <br> It's a little bit far away from the water of the home that I wanted to make its somehow in the city and you make it anyway, anywhere. <br> But I've been anywhere and its not what I want.  <br>  <br>  <br>  <br> I want to be still with you. <br> Doo doo doo. <br> You keep your socks on in bed. <br> Keep our hearts warm. <br> See the shape shadows lie on the pools in the lawns. <br> You are the breeze in my Austin night. <br> You're the breeze in my Austin night. <br> You're the breeze in my Austin night."
That’s Our Lamp,"[Verse 1] <br> We fought again <br> I ran out the apartment <br> You say you love me <br> I believe you do <br> But I walk down and up and down <br> And up and down this street <br> [Chorus] <br> 'Cause you just don't like me <br> Not like you used to, ooh <br> Ooh <br> Ooh <br> [Verse 2] <br> That's our lamp <br> It shines like a big moon <br> We may be ending <br> I'm standing in the dark <br> Looking up into our room <br>  <br>  <br>  <br> Where you'll be waiting for me <br> [Chorus] <br> Thinking that's where you loved me <br> That's where you loved me, ooh <br> Ooh <br> [Outro] <br> Thinking that's where you loved me <br> That's where you loved me <br> That's where you loved mе <br> That's where you loved mе <br> That's where you loved me <br> That's where you loved me <br> That's where you loved me <br> That's where you loved me"
The Baddy Man,"{Verse 1} <br> The baddy man was creeping through the alleys of your mind <br> Sneaking in and scheming just to see what he could find <br> Creeping in and crawling through the wanton avenues <br> Walking through your secrets like them expert sneaks can do <br> {Chorus} <br> What those dead men say that they do <br> Will never be the absolute truth <br> 'Cause the baddy man was creeping through the alleys of your mind  <br>  <br>  <br>  <br> Oh yeah, I'll tell ya <br> {Dialogue} <br> You still there, robot lady? <br> 'Cause I hate singing alone <br> {Chorus} <br> Oh yeah, what those dead men say that they do <br> Will never be the absolute truth <br> 'Cause the baddy man was creeping through the alleys of your mind <br> Oh yeah, I'll tell ya "
The Only Heartbreaker,"[Verse 1] <br> If you would just make one mistake <br> What a relief that would be <br> But I think for as long as we're together <br> I'll be the only heartbreaker <br> [Chorus] <br> I'll be the only heartbreaker <br> I'll be the only heartbreaker <br> [Verse 2] <br> So I'll be the loser in this game <br> I'll be the bad guy in the play <br> I'll be the water main that's burst and flooding <br>  <br>  <br>  <br> You'll be by the window, only watching <br> [Chorus] <br> I'll be the only heartbreaker <br> I'll bе the only heartbreakеr <br> [Bridge] <br> (I apologize) <br> (You forgive me) <br> (I apologize) <br> (You forgive me) <br> [Chorus] <br> And make me the only heartbreaker <br> So I'll be the only heartbreaker"
There’s Nothing Left Here for You,There's nothing left for you <br> Nothing in this room <br> Try and go outside <br> Nothing waits for you <br> You had it once before <br> Not anymore <br> So go on to that sweetheart's door <br> And find a new you <br> Give her all the love <br> You saved for it <br>  <br>  <br>  <br> You could touch fire <br> You could fly <br> It was your right <br> It was your life <br> And then it passed <br> To someone new <br> It'll keep passing on <br> Long after you <br> But you're the only one <br> She's counting on <br> There's nothing left for you
Thursday Girl,"Glory, glory, glory to the night that shows me what I am <br> As I go to the party on my knees <br> Saying take it all please <br> And tell me no <br> Tell me no, tell me no <br> Tell me no <br> Somebody please <br> Tell me no, tell me no <br> Tell me no <br> Tell me no <br> Glory, glory, glory to the night  <br>  <br>  <br>  <br> It shows me what I am <br> I'm not happy or sad, just up or down <br> And always bad <br> And tell me no <br> Tell me no, tell me no <br> Tell me no <br> Somebody please <br> Tell me no, tell me no <br> Tell me no <br> Tell me no <br> Somebody here <br> Tell me no, tell me no <br> Tell me no <br> Tell me no"
Townie,"There's a party and we're all going <br> And we're all growing up <br> Somebody's driving and he will be drinking <br> And no one's going back <br> Cause we've tried hungry and we've tried full and <br> Nothing seems enough <br> So tonight, tonight <br> The boys are gonna go for <br> More more more <br> And I want a love that falls as fast <br> As a body from the balcony, and <br> I want a kiss like my heart is hitting the ground <br> I'm holding my breath with a baseball bat  <br>  <br>  <br>  <br> Though I don't know what I'm waiting for <br> I am not gonna be what my daddy wants me to be <br> Smell that, it's wet gra**, and smoke in my hair <br> I think I've had enough <br> But he wants a finale and I came prepared <br> And we're not going back <br> And I've tried sharing and I've tried caring <br> And I've tried putting out <br> But the boys boys boys keep coming on for <br> More more more <br> And change change change is gonna come, but <br> When when when?"
"Valentine, Texas","[Verse 1] <br> Let's step carefully into the dark <br> Once we're in, I'll remember my way around <br> Who will I be tonight? <br> Who will I become tonight? <br> I'll show you who my sweetheart's never met <br> Wet teeth, shining eyes <br> Glimmering by a fire <br> [Verse 2] <br> Let's drive out to where dust devils are made <br>  <br>  <br>  <br> By dancing ghosts as they kick up clouds of sand <br> Where clouds look like mountains <br> Clouds look like mountains <br> Let me watch those mountains from underneath <br> And maybe they'll finally <br> Float off of me"
Wife,"You're home, you're home <br> You're home to me <br> So leave me, leave me <br> Leave me a map <br> I'm here at my cliff looking down <br> I cannot bear you a son, but I will try <br> For if I am not yours, what am I <br> I daydream I'd give one a name of my own <br> For I, even I, even I am alone <br> I have, I have, I watch a dream  <br>  <br>  <br>  <br> Breaking, breaking, breaking me <br> Away from my cliff, I'm looking down from <br> I cannot bear you a son, I have tried <br> But if I am not yours, what am I <br> I daydream I'd give him a name of my own <br> For I, even mine, even mine is unknown <br> So let me go towards the morning star <br> With hope it won't disappear"
Working for the Knife,"[Verse 1] <br> I cry at the start of every movie <br> I guess 'cause I wish I was making things too <br> But I'm working for the knife <br> [Verse 2] <br> I used to think I would tell stories <br> But nobody cared for the stories I had about <br> No good guys <br> [Verse 3] <br> I always knew the world moves on <br> I just didn't know it would go without me <br> I start the day high and it ends so low <br> 'Cause I'm working for the knife <br>  <br>  <br>  <br> [Verse 4] <br> I used to think I'd be done by twenty <br> Now at twenty-nine, the road ahead appears the same <br> Though maybe at thirty I'll see a way to change <br> That I'm living for the knife <br> [Verse 5] <br> I always thought the choice was mine <br> And I was right but I just chose wrong <br> I start the day lying and end with the truth <br> That I'm dying for the knife"
Your Best American Girl,"If I could, I'd be your little spoon <br> And kiss your fingers forevermore <br> But, big spoon, you have so much to do <br> And I have nothing ahead of me <br> You're the sun, you've never seen the night <br> But you hear its song from the morning birds <br> Well I'm not the moon, I'm not even a star <br> But awake at night I'll be singing to the birds <br> Don't wait for me, I can't come <br> Your mother wouldn't approve of how my mother raised me <br> But I do, I think I do  <br>  <br>  <br>  <br> And you're an all-American boy <br> I guess I couldn't help trying to be your best American girl <br> You're the one <br> You're all I ever wanted <br> I think I'll regret this <br> Your mother wouldn't approve of how my mother raised me <br> But I do, I finally do <br> And you're an all-American boy <br> I guess I couldn't help trying to be the best American girl <br> Your mother wouldn't approve of how my mother raised me <br> But I do, I think do"
Your Best American Girls *,
