Song Title,Lyrics
Perfect Have I Loved,"[Chorus] <br> If you love me then I love you, swear by the freckles on the moon <br> And maybe this will be enough <br> I'd like to keep you til I'm old, but if I can't, at least you'll know <br> That, baby, perfect have I loved <br> [Verse One] <br> Do you remember the stupid things we used to do? <br> Before September stole me away from you? <br> The time we got your truck stuck in the creek? <br> 'Cause, baby, roads weren't wild enough for you and me, sayin' <br> [Chorus] <br> If you love me then I love you, swear by the freckles on the moon <br> And maybe this will be enough <br> I'd like to keep you til I'm old, but if I can't, at least you'll know <br> That, baby, perfect have I loved <br> [Verse Two] <br> I used to see you by the bridge we used to cross <br> I found the feeling of trying to get lost  <br>  <br>  <br>  <br> You would smile that smile that I tried so hard to forget <br> It's hard to douse a fire that I still haven't put out yet <br> [Chorus] <br> And if you love me then I love you, swear by the freckles on the moon <br> And maybe this will be enough <br> I'd like to keep you til I'm old, but if I can't, at least you'll know <br> That, baby, perfect have I loved <br> [Verse Three] <br> Love was all we knew, and faith was growing on the vines <br> Words were all we had, and for one summer, you were mine <br> Sayin' <br> [Chorus] <br> If you love me then I love you, swear by the freckles on the moon <br> And maybe this will be enough <br> I'd like to keep you til I'm old, but if I can't, at least I'll know <br> That, baby, perfect have I loved"
Permanent Marker,"[Verse 1] <br> I know he loved you <br> A long time ago <br> I aren't jealous of you <br> Just thought you should know <br> You were never good enough for him <br> Or anything like me <br> So you might as well sit back <br> Cause I'm not trying to show maturity <br> [Chorus] <br> ""X"" is the shape I drew through your face <br> In permanent marker <br> Oh, yeah <br> Just like the mark you knew you were making <br> Who do you think you are? <br> To write on his heart in <br> Permanent marker <br> [Verse 2] <br> I found that picture <br> Of you in that green dress <br> Sure had a good time <br> Cleaning up that mess  <br>  <br>  <br>  <br> He found 30 other pieces <br> But he'll never find them all <br> Tried to tape it back together <br> Now he knows to keep it off the wall <br> [Chorus] <br> [Bridge] <br> And I don't appreciate you calling him to reminisce <br> The only reason is you're seeing how much better off he is <br> [Chorus] <br> ""X"" is the shape I drew through your face <br> In permanent marker <br> Oh, yeah <br> Oh, yeah <br> Just like the mark you knew you were making <br> Who do you think you are? <br> To write on his heart <br> [Chorus] <br> [Outro] <br> In permanent marker <br> Oh, permanent marker"
Photograph,"I'm outta luck, outta love <br> Got a photograph, picture of <br> Pa**ion k**er, you're too much <br> You're the only one I wanna touch <br> I see your face every time I dream <br> On every page, every magazine <br> So wild and free, so far from me <br> You're all I want, my fantasy <br> Oh, look what you've done to this rock and roll clown <br> Oh-oh, look what you've done <br> (Photograph) I don't want your <br> (Photograph) I don't need your <br> (Photograph) All I've got is a photograph <br> (Photograph) But it's not enough <br> I'd be your lover if you were there <br> Put your hurt on me if you dare <br> Such a woman, you got style <br> You make every man feel like a child, oh <br> You got some kinda hold on me <br> You're all wrapped up in a mystery <br> So wild and free, so far from me <br> You're all I want, my fantasy  <br>  <br>  <br>  <br> Oh, look what you've done to this rock and roll clown <br> Oh-oh, look what you've done <br> I gotta have you <br> (Photograph) I don't want your <br> (Photograph) I don't need your <br> (Photograph) All I've got is a photograph <br> (Photograph) You've gone straight to my head <br> Oh, look what you've done to this rock and roll clown <br> Oh-oh, look what you've done <br> I gotta have you <br> (Photograph) I don't want your <br> (Photograph) I don't need your <br> (Photograph) All I've got is a photograph <br> (Photograph) I wanna touch you, oh <br> (Photograph) <br> (Photograph)Yeah, photograph <br> (Photograph) <br> (Photograph)I need more, baby <br> (Photograph) I wanna know <br> (Photograph) I wanna know <br> (Photograph) I wanna really know <br> (Photograph) I wanna touch"
Picture to Burn,"[Verse 1] <br> State the obvious, I didn’t get my perfect fantasy <br> I realize you love yourself more than you could ever love me <br> So go and tell your friends that I’m obsessive and crazy <br> That’s fine, I’ll tell mine you’re gay <br> And by the way <br> [Chorus] <br> I hate that stupid old pickup truck you never let me drive <br> You’re a redneck heartbreak who’s really bad at lying <br> So watch me strike a match on all my wasted time <br> As far as I’m concerned, you’re just anothеr picture to burn <br> [Verse 2] <br> There’s no timе for tears <br> I’m just sitting here planning my revenge <br> There’s nothing stopping me <br> From going out with all of your best friends <br> And if you come around saying sorry to me <br> My daddy’s gonna show you how sorry you’ll be <br> [Chorus] <br> ‘Cause I hate that stupid old pickup truck you never let me drive <br> You’re a redneck heartbreak who’s really bad at lying <br>  <br>  <br>  <br> So watch me strike a match on all my wasted time <br> As far as I’m concerned, you’re just another picture to burn <br> [Bridge] <br> And if you’re missing me, you’d better keep it to yourself <br> ‘Cause coming back around here would be bad for your health <br> [Chorus] <br> ‘Cause I hate that stupid old pickup truck you never let me drive <br> You’re a redneck heartbreak who’s really bad at lying <br> So watch me strike a match on all my wasted time <br> In case you haven’t heard <br> I really really hate that <br> Stupid old pickup truck you never let me drive <br> You’re a redneck heartbreak, who’s really bad at lying <br> So watch me strike a match on all my wasted time <br> As far as I’m concerned, you’re just another picture to burn <br> [Outro] <br> Burn, burn, burn, baby, burn <br> You’re just another picture to burn <br> Baby, burn"
Picture To Burn (un-cut),"State the obvious <br> I didn't get my perfect fantasy <br> I realize you love yourself more than you could ever love me <br> So go and tell your friends that I'm obsessive and crazy <br> That's fine! <br> I'll tell mine <br> You're gay <br> By the way <br> I hate that <br> Stupid old pickup truck <br> You never let me drive <br> You're a redneck heartbreak <br> Who's really bad at lying <br> So watch me strike a match <br> On all my wasted time <br> As far as I'm concerned you're <br> Just another picture to burn <br> There's no time for tears <br> I'm just sitting here <br> Planning my revenge <br> There's nothing stopping me <br> From going out with all of your best friends <br> And if you come around saying sorry to me <br> My daddy's gonna show you how sorry you'll be <br> 'Cause I hate that <br> Stupid old pickup truck <br> You never let me drive <br> You're a redneck heartbreak  <br>  <br>  <br>  <br> Who's really bad at lying <br> So watch me strike a match <br> On all my wasted time <br> As far as I'm concerned you're <br> Just another picture to burn <br> If you're missing me <br> You'd better keep it to yourself <br> 'Cause coming back around here <br> Would be bad for your health <br> 'Cause I hate that <br> Stupid old pickup truck <br> You never let me drive <br> You're a redneck heartbreak <br> Who's really bad at lying <br> So watch me strike a match <br> On all my wasted time <br> In case you haven't heard <br> I really really hate that <br> Stupid old pickup truck <br> You never let me drive <br> You're a redneck heartbreak <br> Who's really bad at lying <br> So watch me strike a match <br> On all my wasted time <br> As far as I'm concerned you're <br> Just another picture to burn <br> Burn, burn, burn, baby, burn <br> Just another picture to burn <br> Baby, burn"
Pour Some Sugar On Me,"Step inside, walk this way, you and me babe, hey hey! <br> Love is like a bomb, baby, come and get it on <br> Livin' like a lover with a radar phone <br> Lookin' like a tramp, like a video vamp <br> Demolition woman, can I be your man? (be your man) <br> Razzling and dazzling, now flash a little light <br> Television lover, baby, go all night <br> Sometime, anytime, sugar me sweet <br> Little Miss Innocent, sugar me, yeah <br> Yeah <br> C'mon <br> Take a bottle, shake it up <br> Break the bubble, break it up <br> (Pour some sugar on me) Ooh, in the name of love <br> (Pour some sugar on me) Come on, fire me up <br> (Pour your sugar on me) I can't get enough <br> I'm hot, sticky sweet <br> From my head to my feet, yeah <br> Listen <br> Red light, yellow light, green light, go <br> Crazy little woman in a one man show <br> Mirror queen, mannequin, rhythm of love <br> Sweet dream, saccharine, loosen up (loosen up) <br> A-loosen up <br> You gotta please a little, squeeze a little, tease a little more <br> Easy operator, come a-knockin' on my door <br> Sometime, anytime, sugar me sweet  <br>  <br>  <br>  <br> Little Miss Innocent, sugar me, yeah <br> Yeah <br> Give a little more <br> Take a bottle, shake it up <br> Break the bubble, break it up <br> (Pour some sugar on me) Ooh, in the name of love <br> (Pour some sugar on me) Come on, fire me up <br> (Pour your sugar on me) Oh, I can't get enough <br> I'm hot, sticky sweet <br> From my head to my feet, yeah <br> You've got the peaches, I've got the cream <br> Sweet to taste, saccharine <br> 'Cause I'm hot (hot), so hot (hot), sticky sweet <br> From my head, my head (head, head), to my feet <br> Do you take sugar? <br> One lump or two? <br> (Take a bottle) Take a bottle, (shake it up) shake it up <br> (Break the bubble), break it up (break it up) <br> (Pour some sugar on me) Ooh, in the name of love <br> (Pour some sugar on me) Come on, fire me up <br> (Pour your sugar on me) Oh, I can't get enough <br> (Pour some sugar on me) Oh, in the name of love <br> (Pour some sugar on me) Get it, come get it <br> (Pour your sugar on me) Ohh <br> (Pour some sugar on me) Yeah, hey sugar me"
R.E.V.E.N.G.E.,"[Verse-1] <br> I could have keyed your car <br> I could have rolled your yard <br> I know the pa**words to your emails and everything you do <br> I could have put them to good use <br> But I'm dressed to k** <br> And tonight I am going out on a date <br> With your best friend <br> He always liked me anyway <br> [Hook] <br> R.E.V.E.N.G.E <br> My list of things to do this week <br> Jealousy, misery <br> Gon' give you what you gave to me <br> [Bridge] <br> Make you feel so B.A.D <br> Break you, make you sorry <br> I hope you cry, I'm getting my <br> R.E.V.E.N.G.E <br> [Verse-2] <br> So I'm gonna paint the town with him  <br>  <br>  <br>  <br> Replace your memory everywhere we've ever been <br> I don't hang-out at smokey bars, but I know we'll see you there <br> And I'll make you hear me laughing, like I just don't care <br> I know you hate my friends, so tonight I called them all <br> And later on you can expect some prank phone calls, baby! <br> [Hook] <br> [Interlude] <br> S-A-N-I-T-Y <br> I hope you lose yours tonight <br> You've made me crazy too long <br> And so I'm working on <br> [Hook] <br> [Outro] <br> Baby <br> Baby <br> R.E.V.E.N.G.E <br> Oh, and give you what you gave to me <br> Oh"
Ready For It,"Baby, let the games begin <br> Let the games begin <br> Let the games begin <br> (Are you ready for it?) <br> Baby, let the games begin <br> Let the games begin <br> Let the games begin <br> (Are you ready for it?) <br> [Bridge] <br> I-I-I see how this is gonna go <br> Touch me and you'll never be alone <br> I-Island breeze, lights down low <br> No one has to know <br> [Chorus] <br> In the middle of the night, in my dreams  <br>  <br>  <br>  <br> You should see the things we do, baby <br> In the middle of the night in my dreams <br> I know I'm gonna be with you <br> So I take my time <br> In the middle of the night <br> [Post-Chorus] <br> Baby, let the games begin <br> Let the games begin <br> Let the games begin <br> (Are you ready for it?) <br> Baby, let the games begin <br> Let the games begin <br> Let the games begin <br> (Are you ready for it?)"
Red,"[Verse 1:] <br> Loving him is like driving a new Maserati down a dead-end street <br> Faster than the wind, pa**ionate as sin ending so suddenly <br> Loving him is like trying to change your mind once you're already flying through the free fall <br> Like the colors in autumn, so bright just before they lose it all <br> [Chorus:] <br> Losing him was blue like I'd never known <br> Missing him was dark grey all alone <br> Forgetting him was like trying to know somebody you never met <br> But loving him was red <br> Loving him was red <br> [Verse 2:] <br> Touching him was like realizing all you ever wanted was right there in front of you <br> Memorizing him was as easy as knowing all the words to your old favorite song <br> Fighting with him was like trying to solve a crossword and realizing there's no right answer <br> Regretting him was like wishing you never found out that love could be that strong  <br>  <br>  <br>  <br> [Chorus:] <br> Losing him was blue like I'd never known <br> Missing him was dark grey all alone <br> Forgetting him was like trying to know somebody you never met <br> But loving him was red <br> Oh red <br> Burning red <br> [Bridge:] <br> Remembering him comes in flashbacks and echoes <br> Tell myself it's time now, gotta let go <br> But moving on from him is impossible <br> When I still see it all in my head <br> Burning red <br> Loving him was red <br> [Chorus:] <br> Oh losing him was blue like I'd never known <br> Missing him was dark grey all alone <br> Forgetting him was like trying to know somebody you never met <br> 'Cause loving him was red <br> Yeah, yeah, red <br> We're burning red <br> [Post-Chorus:] <br> And that's why he's spinnin' 'round in my head <br> Comes back to me, burning red <br> Yeah, yeah <br> His love was like driving a new Maserati down a dead-end street"
Red - original demo recording,"Loving him is like <br> Driving a new Maserati down a dead end street <br> Faster than the wind, pa**ionate as sin, ending so suddenly <br> Loving him is like <br> Trying to change your mind once you're already flying through the freefall <br> Like the colors in autumn <br> So bright, just before they lose it all <br> Losing him was blue like I'd never known <br> Missing him was dark grey, all alone <br> Forgetting him was like trying to know somebody you've never met <br> But loving him was red <br> Loving him was red <br> Touching him was like <br> Realizing all you ever wanted was right there in front of you <br> Memorizing him was as <br> Easy as knowing all the words to your old favorite song <br> Fighting with him was like <br> Trying to solve a crossword and realizing there's no right answer <br> Regretting him was like <br> Wishing you never found out that love could be that strong  <br>  <br>  <br>  <br> Losing him was blue like I'd never known <br> Missing him was dark grey, all alone <br> Forgetting him was like trying to know somebody you've never met <br> But loving him was red <br> Oh, red <br> Burning red <br> Remembering him comes in flashbacks and echoes <br> Tell myself it's time now, gotta let go <br> But moving on from him is impossible <br> When I still see it all in my head <br> In burning red <br> Burning, it was red <br> Losing him was blue like I'd never known <br> Missing him was dark grey, all alone <br> Forgetting him was like trying to know somebody you never met <br> 'Cause loving him was red <br> Yeah, yeah, red <br> We're burning red <br> And that's why he's spinning 'round in my head <br> Comes back to me, burning red <br> His love was like <br> Driving a new Maserati down a dead end street"
Red (Taylor Swift cover),"[Verse 1: Ally & Normani] <br> Loving him is like driving a new Maserati <br> Down a dead-end street <br> Faster than the wind, pa**ionate as sin <br> Ending so suddenly <br> Loving him is like trying to change your mind <br> Once you're already flying through the free fall <br> Like the colors in autumn, so bright <br> Just before they lose it all <br> [Chorus: All & Lauren] <br> Losing him was blue like I'd never known <br> Missing him was dark grey, all alone <br> Forgetting him was like trying to know somebody you never met <br> But loving him was red, red, red <br> But loving him was red, red, red <br> But loving him was red, red, red, red, red, red <br> [Verse 2: Camila & Dinah] <br> Touching him was like realizing all you ever wanted <br> Was right there in front of you <br> Memorizing him was as easy as knowing <br> All the words to your old favorite song <br> Fighting with him was like trying to solve a crossword <br> And realizing there's no right answer <br> Regretting him was like wishing you never found out <br> That love could be that strong  <br>  <br>  <br>  <br> [Chorus: All & Lauren] <br> Losing him was blue like I'd never known <br> Missing him was dark grey, all alone <br> Forgetting him was like trying to know somebody you never met <br> But loving him was red, red, red <br> But loving him was red, red, red <br> Oohhh burning red, red, red, red, red, red <br> [Bridge: Camila & Normani & (Lauren) & Dinah & {Ally} & All] <br> Remembering him comes in flashbacks and echoes <br> (Tell myself it's time now), gotta let go <br> {But moving on from} him is impossible <br> When I still see it all in {my head} <br> [Chorus: Lauren & All & Ally] <br> Losing him was blue like I'd never known <br> Missing him was dark grey, all alone <br> Forgetting him was like trying to know somebody you never met <br> But loving him was red, red, red (was red) <br> But loving him was red, red, red (was red) <br> But loving him was red, red, red, red, red, red (red red) <br> [Outro: Ally & All] <br> Loving him is like driving a new Maserati <br> Down a dead-end street"
Red Tour Costumes," <br>  <br>  <br>  <br> ""State Of Grace"" / ""Holy Ground"" / ""Red"" ""You Belong With Me"" ""The Lucky One"" ""Mean"" / ""Stay Stay Stay/Ho Hey"" ""22"" / ""Starlight"" / ""Everything Has Changed"" / ""Begin Again"" / ""Sparks Fly"" ""I Knew You Were Trouble"" ""All Too Well"" ""Love Story"" ""Treacherous"" ""We Are Never Ever Getting Back Together"""
Red Tour Setlist,"1. ""State Of Grace"" <br> 2. ""Holy Ground"" <br> 3. ""Red"" <br> 4. ""You Belong With Me"" <br> 5. ""The Lucky One"" <br> 6. ""Mean"" <br> 7. ""Stay Stay Stay / Ho Hey"" <br> 8. ""22"" <br> 9. ""Starlight"" <br> 10. ""Everything Has Changed""  <br>  <br>  <br>  <br> 11. ""Begin Again"" <br> 12. ""Sparks Fly"" <br> 13. ""I Knew You Were Trouble"" <br> 14. ""All Too Well"" <br> 15. ""Love Story"" <br> 16. ""Treacherous"" <br> 17. ""We Are Never Ever Getting Back Together"""
right where you left me,"Friends break up, friends get married <br> Strangers get born, strangers get buried <br> Trends change, rumors fly through new skies <br> But I'm right where you left me <br> Matches burn after the other <br> Pages turn and stick to each other <br> Wages earned and lessons learned <br> But I'm right where you left me <br> Help, I'm still at the restaurant <br> Still sitting in a corner I haunt <br> Cross-legged in the dim light <br> They say, ""What a sad sight"", I... <br> I swear you could hear a hair pin drop <br> Right when I felt the moment stop <br> Glass shattered on the white cloth <br> Everybody moved on, I, I stayed there <br> Dust collected on my pinned up hair <br> They expected me to find somewhere <br> Some perspective, but I sat and stared <br> Right where you left me <br> You left me no, you left me no <br> You left me no choice but to stay here forever <br> You left me, you left me no, you left me no <br> You left me no choice but to stay here forever <br> Did you ever hear about the girl who got frozen? <br> Time went on for everybody else, she won't know it <br> She's still twenty-three inside her fantasy <br> How it was supposed to be  <br>  <br>  <br>  <br> Did you hear about the girl who lives in delusion? <br> Breakups happen every day, don't have to lose it <br> She's still twenty-three inside her fantasy <br> And you're sitting in front of me <br> At the restaurant when I was still the one you want <br> Cross-legged in the dim light <br> Everything was just right, I... <br> I could feel the mascara run <br> You told me that you met someone <br> Glass shattered on the white cloth <br> Everybody moved on <br> Help, I'm still at the restaurant <br> Still sitting in a corner I haunt <br> Cross-legged in the dim light <br> They say, ""What a sad sight"", I... <br> I stayed there <br> Dust collected on my pinned up hair <br> I'm sure that you got a wife out there <br> Kids and Christmas, but I'm unaware <br> Cause I'm right where <br> I cause no harm <br> Mind my business <br> If our love died young <br> I can't bear witness <br> And it's been so long <br> But if you ever think you got it wrong <br> I'm right where <br> You left me <br> You left me no, you left me no <br> You left me no choice but to stay here forever <br> You left me <br> You left me no, you left me no <br> You left me no choice but to stay here forever"
R​ight Where You Left Me,"[Verse 1] <br> Friends break up, friends get married <br> Strangers get born, strangers get buried <br> Trends change, rumors fly through new skies <br> But I'm right where you left me <br> Matches burn after the other <br> Pages turn and stick to each other <br> Wages earned and lessons learned <br> But I, I'm right where you left me <br> [Pre-Chorus] <br> Help, I'm still at the restaurant <br> Still sitting in a corner I haunt <br> Cross-legged in the dim light <br> They say, ""What a sad sight"" <br> I, I swear you could hear a hair pin drop <br> Right when I felt the moment stop <br> Glass shattered on the white cloth <br> Everybody moved on, I, I stayed there <br> Dust collected on my pinned-up hair <br> They expected me to find somewhere <br> Some perspective, but I sat and stared <br> [Chorus] <br> Right where you left me <br> You left me no, you left me no <br> You left me no choice but to stay here forever <br> You left me, you left me no, oh, you left me no <br> You left me no choice but to stay here forever <br> [Verse 2] <br> Did you ever hear about the girl who got frozen? <br> Time went on for everybody else, she won't know it <br> She's still twenty-three inside her fantasy <br> How it was supposed to be  <br>  <br>  <br>  <br> Did you hear about the girl who lives in delusion? <br> Breakups happen every day, you don't have to lose it <br> She's still twenty-three inside her fantasy <br> And you're sitting in front of me <br> [Bridge] <br> At the restaurant when I was still the one you want <br> Cross-legged in the dim light, everything was just right <br> I, I could feel the mascara run <br> You told me that you met someone <br> Glass shattered on the white cloth <br> Everybody moved on <br> [Pre-Chorus] <br> Help, I'm still at the restaurant <br> Still sitting in a corner I haunt <br> Cross-legged in the dim light <br> They say, ""What a sad sight"" <br> I, I stayed there <br> Dust collected on my pinned-up hair <br> I'm sure that you got a wife out there <br> Kids and Christmas, but I'm unaware <br> 'Cause I'm right where I cause no harm <br> Mind my business <br> If our love died young <br> I can't bear witness <br> And it's been so long <br> But if you ever think you got it wrong <br> [Chorus] <br> I'm right where <br> You left me <br> You left me no, oh, you left me no <br> You left me no choice but to stay here forever <br> You left me <br> You left me no, oh, you left me no <br> You left me no choice but to stay here forever"
Riptide,"I was scared of dentists and the dark <br> I was scared of pretty girls and starting conversations <br> Oh, all my friends are turning green <br> You’re the magician’s a**istant in their dreams <br> Oh, and they come unstuck <br> Lady, running down to the riptide <br> Taken away to the dark side <br> I wanna be your left hand man <br> I love you when you’re singing that song and <br> I got a lump in my throat because <br> You’re gonna sing the words wrong <br> There’s this movie that I think you’ll like <br> This guy decides to quit his job and heads to New York City <br> This cowboy’s running from himself <br> And she’s been living on the highest shelf <br> Oh, and they come unstuck <br> Lady, running down to the riptide <br> Taken away to the dark side <br> I wanna be your left hand man <br> I love you when you’re singing that song and <br> I got a lump in my throat because <br> You’re gonna sing the words wrong <br> I just wanna, I just wanna know <br> If you’re gonna, if you’re gonna stay  <br>  <br>  <br>  <br> I just gotta, I just gotta know <br> I can’t have it, I can’t have it any other way <br> I swear she’s destined for the screen <br> Closest thing to Michelle Pfeiffer that you’ve ever seen, oh <br> Lady, running down to the riptide <br> Taken away to the dark side <br> I wanna be your left hand man <br> I love you when you’re singing that song and <br> I got a lump in my throat because <br> You’re gonna sing the words wrong <br> Oh lady, running down to the riptide <br> Taken away to the dark side <br> I wanna be your left hand man <br> I love you when you’re singing that song and <br> I got a lump in my throat because <br> You’re gonna sing the words wrong <br> Oh lady, running down to the riptide <br> Taken away to the dark side <br> I wanna be your left hand man <br> I love you when you’re singing that song and <br> I got a lump in my throat because <br> You’re gonna sing the words wrong <br> I got a lump in my throat because you’re gonna sing the words wrong"
Ronan,"[Verse 1] <br> I remember your bare feet down the hallway <br> I remember your little laugh <br> Race cars on the kitchen floor, plastic dinosaurs <br> I love you to the moon and back <br> I remember your blue eyes looking into mine <br> Like we had our own secret club <br> I remember you dancing before bed time <br> Then jumping on me, waking me up <br> I can still feel you hold my hand, little man <br> And even the moment I knew <br> You fought it hard like an army guy <br> Remember I leaned in and whispered to you <br> [Chorus] <br> Come on baby with me we're going to fly away from here <br> You were my best four years <br> [Verse 2] <br> I remember the drive home <br> When the blind hope turned to crying and screaming ""Why?"" <br> Flowers pile up in the worst way, no one knows what to say <br> About a beautiful boy who died <br> And it's about to be Halloween <br> You could be anything you wanted if you were still here  <br>  <br>  <br>  <br> I remember the last day when I kissed your face <br> I whispered in your ear <br> [Chorus] <br> Come on baby with me we're going to fly away from here <br> Out of this curtain room and this hospital grey, we'll just disappear <br> Come on baby with me we're going to fly away from here <br> You were my best four years <br> [Bridge] <br> What if I'm standing in your closet trying to talk to you? <br> What if I kept the hand-me-downs you won't grow into? <br> And what if I really thought some miracle would see us through? <br> What if the miracle was even getting one moment with you? <br> [Chorus] <br> Come on baby with me we're going to fly away from here <br> Come on baby with me we're going to fly away from here <br> You were my best four years <br> [Outro] <br> I remember your bare feet down the hallway <br> I love you to the moon and back"
Run,"There's a plane or a bus leaving Dallas <br> I hope you're on it <br> If there's a train moving fast down the tracks <br> I hope you caught it <br> 'Cause I swear out there ain't where <br> You outta be <br> So catch a ride or catch a cab <br> Don't you know that I miss you bad <br> But don't you walk to me <br> Baby run cut a path across the blue sky <br> Straight in a straight line <br> You can't get here fast enough <br> Find a truck and fire it up <br> Lean on the gas and off the clutch <br> Leave Dallas in the dust <br> I need you in a rush <br> So baby run <br> So baby run <br> Oh if you ain't got a suitcase <br> Get a box  <br>  <br>  <br>  <br> Or an old brown paper sack <br> Pack it light or pack it heavy <br> Take a truck, take a Chevy <br> Baby just come back <br> There's a shortcut to the highway out of town <br> Why don't you take it <br> Don't let that speed limit slow you down <br> Go on and break it <br> Baby break it <br> Baby run <br> Cut a path across the blue sky <br> Straight in a straight line <br> You can't get here fast enough <br> Find a truck and fire it up <br> Lean on the gas and off the clutch <br> Leave Dallas in the dust <br> I need you in a rush <br> So baby run <br> Run to me <br> Baby run <br> Run to me <br> So baby run <br> Run <br> Oh baby run"
Sad Beautiful Tragic,"Long handwritten note deep in your pocket <br> Words, how little they mean when you're a little too late <br> I stood right by the tracks, your face in a locket <br> Good girls, hopeful they'll be and long they will wait <br> We had a beautiful magic love there <br> What a sad beautiful tragic love affair <br> In dreams I meet you in warm conversation <br> We both wake in lonely beds different cities <br> And time is taking its sweet time erasing you <br> And you've got your demons, and, darling, they all look like me <br> 'Cause we had a beautiful magic love there  <br>  <br>  <br>  <br> What a sad beautiful tragic love affair <br> Distance, timing, breakdown, fighting <br> Silence, this train runs off its tracks <br> Kiss me, try to fix it, could you just try to listen? <br> Hang up, give up, for the life of us we can't get back <br> A beautiful magic love there <br> What a sad beautiful tragic, beautiful tragic, beautiful <br> What we had ‒ a beautiful magic love there <br> What a sad beautiful tragic love affair <br> We had a beautiful magic love there <br> What a sad beautiful tragic love affair"
Safe & Sound,"[Verse 1: Taylor Swift] <br> I remember tears streaming down your face <br> When I said I'll never let you go <br> When all those shadows almost k**ed your light <br> I remember you said don't leave me here alone <br> But all that's dead and gone and pa**ed tonight <br> [Hook: Taylor Swift with Joy Williams of the Civil Wars backup] <br> Just close your eyes <br> The sun is going down <br> You'll be all right <br> No one can hurt you now <br> Come morning light <br> You and I'll be safe and sound <br> [Verse 2: Taylor Swift with John Paul White of the Civil Wars backup] <br> Don't you dare look out your window  <br>  <br>  <br>  <br> Darling, everything's on fire <br> The war outside our door keeps raging on <br> Hold on to this lullaby <br> Even when the music's gone <br> Gone <br> [Hook] <br> Just close your eyes <br> The sun is going down <br> You'll be all right <br> No one can hurt you now <br> Come morning light <br> You and I'll be safe and sound <br> [Bridge: Taylor Swift with the Civil Wars backup] <br> [Hook] <br> Just close your eyes <br> You'll be all right <br> Come morning light <br> You and I'll be safe and sound <br> [Outro: Taylor Swift with the Civil Wars backup] <br> Ooh, ooh, ooh, ooh oh oh[repeat 'til fade]"
Same Girl,I’m still wearing my blue jeans <br> No I don’t know what you mean <br> I’m still the same girl <br> Picking daisies in the field <br> I believe in what I feel <br> I’ve always been the same girl <br> Some moments change your life <br> This could be one of them <br> I’m just living life and thinking <br> Hey this could be fun <br> I’ve always been the same girl <br> Living in the same world <br> Singing little songs at the break of dawn girl <br> Sitting on the front porch <br> Do do do do do <br> Watching what you say girl <br> Never blow away girl <br> Living in the crazy world <br> I’ve always been the same girl <br> I still live in one small town <br> But always love to move around <br> I’ve always been the same girl <br> Still keep diaries that say <br> Where I was and did that day <br> I’ve always been the same girl <br> Some moments change your life  <br>  <br>  <br>  <br> This could be one of them <br> I’m just living life and thinking <br> Hey this could be fun <br> I’ve always been the same girl <br> Living in the same world <br> Singing little songs at the break of dawn girl <br> Sitting on the front porch <br> Do do do do do <br> Watching what you say girl <br> Never blow away girl <br> Living in the crazy world <br> I’ve always been the same girl <br> Some days will change your life <br> Yeah this could be one of them <br> I’m just living life and thinkingâ€¦ <br> I’ve always been the same girl <br> Living in the same world <br> Singing little songs at the break of dawn girl <br> Sitting on the front porch <br> Do do do do do <br> Watching what you say girl <br> Never blow away girl <br> Living in the crazy world <br> I’ve always been the same girl <br> Living in the crazy world <br> I’ve always been the same girl
Santa Baby,"Santa baby, slip a sable under the tree, for me <br> I've been an awful good girl, santa baby <br> So hurry down the chimney tonight <br> Santa baby, a '54 convertible, too, light blue <br> Well I'll wait up for you, dear, santa baby <br> So hurry down the chimney tonight, yeah <br> Think of all the fun I've missed <br> Think of all the boys I haven't kissed <br> Next year I could be just as good <br> If you check off my Christmas list <br> Santa baby, I want a yacht and really that's not a lot <br> I've been an angel all year, santa baby  <br>  <br>  <br>  <br> So hurry down the chimney tonight <br> Santa, honey, there's one more thing I really do need, the deed <br> To a platinum mine, santa honey <br> So hurry down the chimney tonight <br> Come and trim my Christmas tree <br> With some decorations bought at Tiffany's <br> I really do believe in you <br> Let's see if you believe in me <br> Santa baby, forgot to mention one little thing <br> A ring <br> And I don't mean on the phone, santa baby <br> So hurry down the chimney tonight"
