Song Title,Lyrics
Begin Again,"Took a deep breath in the mirror <br> He didn't like it when I wore high heels <br> But I do <br> Turned the lock and put my headphones on <br> He always said he didn't get this song <br> But I do, I do <br> Walked in expecting you'd be late <br> But you got here early and you stand and wave <br> I walk to you <br> You pull my chair out and help me in <br> And you don't know how nice that is <br> But I do <br> And you throw your head back laughing like a little kid <br> I think it's strange that you think I'm funny cause he never did <br> I've been spending the last eight months <br> Thinking all love ever does is break and burn and end <br> But on a Wednesday in a cafe, I watched it begin again <br> He said he never met one girl <br> Who had as many James Taylor records as you <br> But I do <br> We tell stories and you don't know why <br> I'm coming off a little shy <br> But I do <br> But you throw your head back laughing like a little kid  <br>  <br>  <br>  <br> I think it's strange that you think I'm funny cause he never did <br> I've been spending the last eight months <br> Thinking all love ever does is break and burn and end <br> But on a Wednesday in a cafe, I watched it begin again <br> And we walked down the block to my car and I almost brought him up <br> But you start to talk about the movies that your family watches <br> Every single Christmas and I won't talk about that <br> And for the first time, what's past is past <br> Cause you throw your head back laughing like a little kid <br> I think it's strange that you think I'm funny cause he never did <br> I've been spending the last eight months <br> Thinking all love ever does is break and burn and end <br> But on a Wednesday in a cafe, I watched it begin again <br> But on a Wednesday in a cafe, I watched it begin again"
Begin Again (Taylor’s Version),"[Verse 1] <br> Took a deep breath in the mirror <br> He didn't like it when I wore high heels <br> But I do <br> Turn the lock and put my headphones on <br> He always said he didn't get this song <br> But I do, I do <br> [Verse 2] <br> I walked in, expecting you'd be late <br> But you got here early and you stand and wave <br> I walk to you <br> You pull my chair out and help me in <br> And you don't know how nice that is <br> But I do <br> [Chorus] <br> And you throw your head back laughing like a little kid <br> I think it's strange that you think I'm funny 'cause he never did <br> I've been spending the last eight months <br> Thinking all love ever does <br> Is break <br> And burn <br> And end <br> But on a Wеdnesday in a café, I watched it begin again <br> [Verse 2] <br> You said you nеver met one girl who <br> Had as many James Taylor records as you <br> But I do <br> We tell stories and you don't know why <br> I'm coming off a little shy <br> But I do <br> [Chorus] <br> But you throw your head back laughing like a little kid <br>  <br>  <br>  <br> I think it's strange that you think I'm funny 'cause he never did <br> I've been spending the last eight months <br> Thinking all love ever does <br> Is break <br> And burn <br> And end <br> But on a Wednesday in a café, I watched it begin again <br> [Instrumental Break] <br> [Bridge] <br> And we walked down the block to my car <br> And I almost brought him up <br> But you start to talk about the movies <br> That your family watches every single Christmas <br> And I want to talk about that <br> And for the first time, what's past is past <br> [Chorus] <br> 'Cause you throw your head back laughing like a little kid <br> I think it's strange that you think I'm funny 'cause he never did <br> I've been spending the last eight months <br> Thinking all love ever does <br> Is break <br> And burn <br> And end <br> But on a Wednesday in a café, I watched it begin again <br> [Outro] <br> On a Wednesday in a café, I watched it begin again"
Being With My Baby,"[Verse 1] <br> All is quiet in the world tonight <br> Catching stars and fireflies <br> The summer sings a lullaby <br> With just me and my baby <br> On the hood of his daddy's car <br> Pa** around his old guitar <br> Bet mama's wondering where we are <br> It's just me and my baby <br> The world is spinning round <br> Cause look just what I've found <br> [Chorus] <br> Ooh, life's so sweet right here <br> Ooh, keeping it young and crazy <br> Ooh, just want to stay right here <br> Cause nothing's quite like being with my baby <br> [Verse 2] <br> Driving home by the river side <br> Wishing I could slow down time <br> Taking pictures in my mind <br> Both me and my baby  <br>  <br>  <br>  <br> The car pulls up and I'm home too late <br> We didn't take that interstate <br> Back roads was a better way <br> For me and my baby <br> The closer that we get <br> Oh, I can't leave yet <br> [Chorus] <br> Ooh, life's so sweet right here <br> Ooh, keeping it young and crazy <br> Ooh, just want to stay right here <br> Cause nothing's quite like being with my baby <br> [Bridge] <br> Look at what we've found <br> So turn that car around <br> [Chorus] <br> Ooh, life's so sweet right here <br> Ooh, keeping it young and crazy <br> Ooh, just want to stay right here <br> Ooh, hanging with my baby <br> Hanging with my baby, my baby"
Bette Davis Eyes,"Her hair is Harlow gold <br> Her lips are sweet surprise <br> Her hands are never cold <br> She got Bette Davis eyes <br> She'll turn her music on <br> You won't have to think twice <br> She's pure as New York snow <br> She got Bette Davis eyes <br> And she'll tease you, she'll unease you <br> All the better just to please you <br> She's precocious and she knows just <br> What it takes to make a pro blush <br> She got Greta Garbo standoff sighs <br> She got Bette Davis eyes <br> She'll let you take her home <br> It whets her appetite <br> She'll lay you on her throne <br> She got Bette Davis eyes <br> She'll take a tumble on you  <br>  <br>  <br>  <br> Roll you like you were dice <br> Until you come out blue <br> She's got Bette Davis eyes <br> She'll expose you when she blows you <br> Off your feet with the crumbs she throws you <br> She's ferocious and she knows just <br> What it takes to make a pro blush <br> All the boys think she's a spy <br> She's got Bette Davis eyes <br> And she'll tease you, she'll unease you <br> All the better just to please you <br> She's ferocious, and she knows just <br> What it takes to make a pro blush <br> All the boys think she's a spy <br> She's got Bette Davis eyes <br> She's got Bette Davis eyes"
Better Man,"[Verse 1] <br> I know I'm probably better off on my own <br> Than lovin' a man who didn't know <br> What he had when he had it <br> And I see the permanent damage you did to me <br> Never again, I just wish I could forget when it was magic <br> I wish it wasn't 4am, standing in the mirror <br> Saying to myself, you know you had to do it <br> I know the bravest thing I ever did was run <br> [Chorus] <br> Sometimes, in the middle of the night, I can feel you again <br> But I just miss you, and I just wish you were a better man <br> And I know why we had to say goodbye <br> Like the back of my hand <br> And I just miss you, and I just wish you were a better man <br> A better man <br> [Verse 2] <br> I know I'm probably better off all alone <br> Than needing a man who could change his mind <br> At any given minute <br> And it's always on your terms <br> I'm hanging on every careless word <br> Hoping it might turn sweet again <br> Like it was in the beginning <br> But your jealousy, I can hear it now <br> You're talking down to me like I'll always be around <br> You push my love away like it's some kind of loaded gun <br> Boy, you never thought I'd run  <br>  <br>  <br>  <br> [Chorus] <br> Sometimes, in the middle of the night, I can feel you again <br> But I just miss you, and I just wish you were a better man <br> And I know why we had to say goodbye <br> Like the back of my hand <br> And I just miss you, and I just wish you were a better man <br> A better man <br> Better man <br> [Bridge] <br> I hold onto this pride because these days it's all I have <br> And I gave you my best and we both know you can't say that <br> You can't say that <br> I wish you were a better man <br> I wonder what we would've become <br> If you were a better man <br> We might still be in love <br> If you were a better man <br> You would've been the one <br> If you were a better man <br> Yeah, yeah <br> [Chorus] <br> Sometimes, in the middle of the night, I can feel you again <br> But I just miss you, and I just wish you were a better man <br> And I know why we had to say goodbye <br> Like the back of my hand <br> And I just miss you and I just wish you were a better man <br> A better man <br> Better man <br> [Outro] <br> We might still be in love, if you were a better man <br> Better man"
Better Off,"[Verse 1] <br> I live down the street in a broken down house <br> And a car up on blocks in the driveway <br> The moment we meet, there was never a doubt <br> That we won't forget this Sunday <br> It starts with a smile, and we walk a few miles <br> And it all leads to this - our first kiss <br> [Chorus] <br> All my friends are saying <br> Girl, what are you thinking? <br> You're better off <br> You're better off without him <br> Find yourself another <br> Girl, that boy is trouble <br> You're better off, you're better off <br> They can talk forever, they just don't know better <br> [Verse 2] <br> We drive around town in a rusty old truck <br> Somehow it feels like we're flying <br> Don't want to come down <br> But they make it so tough <br> Cause everyone we know is trying <br> To push us apart hide it down in our hearts  <br>  <br>  <br>  <br> And they get what they want cause you're gone <br> [Chorus] <br> All my friends are saying <br> Girl, why are you crying? <br> You're better off, you're better off without him <br> Find yourself another <br> Girl, that boy is trouble <br> You're better off, you're better off <br> They can talk forever, they just don't know better <br> [Verse 3] <br> You come to my door <br> In the pouring rain <br> We know what we don't have to say <br> You hand me a rose and a note that says <br> We don't have to do things their way <br> [Chorus] <br> All my friends are saying <br> Girl, what are you thinking? <br> You're better off, you're better off without him <br> Find yourself another <br> Girl, that boy is trouble <br> You're better off, you're better off <br> Well, they can talk forever, they just don't know better"
Better Than Revenge,"[Intro] <br> Now go stand in the corner and think about what you did <br> Ha, time for a little revenge <br> [Verse 1] <br> The story starts when it was hot and it was summer and <br> I had it all, I had him right there, where I wanted him <br> She came along, got him alone, and let's hear the applause <br> She took him faster than you can say sabotage <br> [Pre-Chorus 1] <br> I never saw it coming, wouldn't have suspected it <br> I underestimated just who I was dealing with <br> She had to know the pain was beating on me like a drum <br> She underestimated just who she was stealing from <br> [Chorus] <br> She's not a saint and she's not what you think <br> She's an actress, whoa <br> She's better known for the things that she does <br> On the mattress, whoa <br> Soon she's gonna find stealing other people's toys <br> On the playground won't make you many friends <br> She should keep in mind, she should keep in mind <br> There is nothing I do better than revenge, HA! <br> [Verse 2] <br> She looks at life like it's a party and she's on the list <br> She looks at me like I'm a trend and she's so over it <br> I think her ever present frown is a little troubling <br> And she thinks I'm psycho 'cause I like to rhyme her name with things <br> [Pre-Chorus 2] <br> But sophistication isn't what you wear or who you know <br> Or pushing people down to get you where you wanna go <br> Oh they didn't teach you that in prep school, so it's up to me <br> But no amount of vintage dresses gives you dignity  <br>  <br>  <br>  <br> [Chorus] <br> She's not a saint and she's not what you think <br> She's an actress, whoa <br> She's better known for the things that she does <br> On the mattress, whoa <br> Soon she's gonna find stealing other people's toys <br> On the playground won't make you many friends <br> She should keep in mind, she should keep in mind <br> There is nothing I do better than revenge, HA! <br> [Bridge] <br> I'm just another thing for you to roll your eyes at, honey <br> You might have him, but haven't you heard? <br> I'm just another thing for you to roll your eyes at, honey <br> You might have him, but I always get the last word <br> Whoa, whoa-ah-oh <br> [Chorus] <br> She's not a saint and she's not what you think <br> She's an actress, whoa <br> She's better known for the things that she does <br> On the mattress, whoa <br> Soon she's gonna find stealing other people's toys <br> On the playground won't make you many friends <br> She should keep in mind, she should keep in mind <br> There is nothing I do better than revenge, HA! <br> [Outro] <br> Do you still feel like you know what you're doing? <br> Cause I don't think you do, oh <br> Do you still feel like you know what you're doing? <br> I don't think you do, I don't think you do <br> Let's hear the applause <br> And show me how much better you are <br> See you deserve some applause <br> Cause you're so much better <br> She took him faster than you could say sabotage"
Birch,"[Verse 1: Justin Vernon] <br> The way I woke up was old, was all fu*king choke <br> And it ain't easier after a week <br> Were on a long byway standing still <br> [Chorus: Justin Vernon & Taylor Swift] <br> Well, if you cannot tell I'll tell you right away <br> If I'll stay a spell, or if I cannot stay <br> I am less at ease, not the best at these <br> See the forest trees, call what's these what's these <br> [Verse 2: Justin Vernon & Taylor Swift] <br> Hey Madeline, thanks <br> For to case out the fog, for Jennifer <br> Seems she needed you badly <br> [Chorus: Justin Vernon & Taylor Swift] <br> So I beg on knees <br> Can we share IDs?  <br>  <br>  <br>  <br> Will you always need? <br> We have common needs <br> We can sure deplеte <br> We can be rеplete <br> Address table needs <br> It is swift your speed <br> [Verse 3: Justin Vernon] <br> The way I wake up now, is a brand new way <br> And no it ain't that way, like it was before <br> [Chorus: Justin Vernon & Taylor Swift] <br> So I cannot leave <br> Yes I must here stay <br> Cause I know what's good <br> And I'll die that way <br> No I cannot seem <br> To get a moment's peace <br> If there's a man like me <br> His birch ain't my tree <br> [Verse 4: Justin Vernon] <br> The way I woke up now <br> Is a brand new way <br> It ain't like the way it was before"
Blank Space,"[Verse:] <br> Nice to meet you, where you've been? <br> I could show you incredible things <br> Magic, madness, heaven, sin <br> Saw you there and I thought <br> Oh my God, look at that face <br> You look like my next mistake <br> Love's a game, wanna play? <br> New money, suit & tie <br> I can read you like a magazine <br> Ain't it funny, rumors, fly <br> And I know you heard about me <br> So hey, let's be friends <br> I'm dying to see how this one ends <br> Grab your pa**port and my hand <br> I can make the bad guys good for a weekend <br> [Pre-Chorus:] <br> So it's gonna be forever <br> Or it's gonna go down in flames <br> You can tell me when it's over <br> If the high was worth the pain <br> Got a long list of ex-lovers <br> They'll tell you I'm insane <br> Cause you know I love the players <br> And you love the game <br> [Chorus:] <br> Cause we're young and we're reckless <br> We'll take this way too far <br> It'll leave you breathless <br> Or with a nasty scar <br> Got a long list of ex-lovers <br> They'll tell you I'm insane <br> But I've got a blank space baby <br> And I'll write your name <br> [Verse 2:] <br> Cherry lips, crystal skies <br> I could show you incredible things <br> Stolen kisses, pretty lies <br> You're the King, baby, I'm your Queen <br> Find out what you want <br> Be that girl for a month <br> Wait the worst is yet to come, oh no <br> Screaming, crying, perfect storms <br> I can make all the tables turn <br> Rose garden filled with thorns <br> Keep you second guessing like <br> ""Oh my God, who is she?"" <br> I get drunk on jealousy <br> But you'll come back each time you leave <br>  <br>  <br>  <br> Cause darling I'm a nightmare dressed like a daydream <br> [Pre-Chorus:] <br> So it's gonna be forever <br> Or it's gonna go down in flames <br> You can tell me when it's over <br> If the high was worth the pain <br> Got a long list of ex-lovers <br> They'll tell you I'm insane <br> Cause you know I love the players <br> And you love the game <br> [Chorus:] <br> Cause we're young and we're reckless <br> We'll take this way too far <br> It'll leave you breathless <br> Or with a nasty scar <br> Got a long list of ex-lovers <br> They'll tell you I'm insane <br> But I've got a blank space baby <br> And I'll write your name <br> [Bridge:] <br> Boys only want love if it's torture <br> Don't say I didn't say I didn't warn ya <br> [Bridge:] <br> Boys only want love if it's torture <br> Don't say I didn't say I didn't warn ya (say I didn't warn ya~!) <br> [Pre-Chorus:] <br> So it's gonna be forever (Oh, oh!) <br> Or it's gonna go down in flames <br> You can tell me when it's over <br> If the high was worth the pain <br> Got a long list of ex-lovers <br> They'll tell you I'm insane (Insane!) <br> Cause you know I love the players <br> And you love the game (And you love the game~!) <br> [Chorus:] <br> Cause we're young and we're reckless (No, oh!) <br> We'll take this way too far (Ooo, ooo, ooo!) <br> It'll leave you breathless <br> Or with a nasty scar (Or with a nasty scar!) <br> Got a long list of ex-lovers <br> They'll tell you I'm insane <br> But I've got a blank space baby <br> And I'll write your name"
Blank Space (Traduction Française),"{Espace vide} <br> Ravie de te rencontrer <br> Où étais-tu ? <br> Je pourrais te montrer des choses incroyables <br> La Magie, la folie, le Paradis, les péchés <br> Je t'ai vu là-bas et je me suis dis : <br> ""Oh mon Dieu ! Regardez-moi ce visage <br> Tu ressembles à ma prochaine erreur"" <br> L'amour est un jeu, tu veux y jouer ? <br> Nouvelle fortune, costume et cravate <br> Je peux lire en toi comme un magazine <br> N'est-ce pas drôle les rumeurs se répandant ? <br> Et je sais que tu as entendu parler de moi <br> Alors bon, soyons amis <br> Je meurs d'envie de voir comment ça se terminera <br> Attrape ton pa**eport et ma main <br> Je peux rendre les mauvais gars bons pour un weekend <br> Alors ça va être pour toujours <br> Ou ça va partir en fumée <br> Tu peux me dire quand ce sera fini <br> Si la montée en valait la peine <br> J'ai une longue liste d'ex amants <br> Ils te diront que je suis cinglée <br> Parce que tu sais que j'adore les joueurs <br> Et que tu adores le jeu <br> Parce qu'on est jeune et imprudent <br> Nous prendrons ce chemin trop loin <br> Et ça te laissera à bout de souffle <br> Ou avec une vilaine cicatrice <br> J'ai une longue liste d'ex amants <br> Ils te diront que je suis cinglée <br> Mais j'ai un espace vide, bébé <br> Et j'écrirai ton nom <br> Des lèvres couleur cerise <br> Ciel de cristal <br> Je pourrais te montrer des choses incroyables <br> Des baisers volés, de jolis mensonges <br> Tu es le roi, bébé je suis ta reine <br> Découvre ce que tu veux <br> Sois cette fille pendant un mois <br> Mais le pire est à venir <br> Oh non ! <br> Cris, pleurs, parfaites tempêtes ! <br> Je pourrais renverser toutes les tables ! <br> Un jardin de roses pleines d'épines <br> Je vais te laisser dans le doute, genre :  <br>  <br>  <br>  <br> ""Oh, mon Dieu ! Qui est-elle ? <br> Je suis ivre de jalousie <br> Mais tu reviendras à chaque fois que tu partiras <br> Parce que chéri, je suis un cauchemar habillé comme un <br> Rêve éveillé <br> Alors ça a être pour toujours <br> Ou ça va partir en fumée <br> Tu peux me dire quand ce sera fini <br> Si la montée en valait la peine <br> J'ai une longue liste d'ex amants <br> Ils te diront que je suis cinglée <br> Parce que tu sais que j'adore les joueurs <br> Et que tu adores le jeu <br> Parce qu'on est jeune et qu'on est téméraire <br> Nous prendrons ce chemin trop loin <br> Et ça te laissera à bout de souffle <br> Ou avec une vilaine cicatrice <br> J'ai une longue liste d'ex amants <br> Ils te diront que je suis cinglée <br> Mais j'ai un espace vide, bébé <br> Et j'écrirai ton nom <br> Les garçons ne veulent de l'amour que <br> Si c'est de la torture <br> Ne dis pas que je ne t'ai pas, dis que je ne t'ai pas <br> Prévenu <br> Les garçons ne veulent de l'amour que <br> Si c'est de la torture <br> Ne dis pas que je ne t'ai pas, dis que je ne t'ai pas <br> Prévenu <br> Alors ça va être pour toujours <br> Ou ça va partir en fumée <br> Tu peux me dire quand ce sera fini <br> Si la montée en valait la peine <br> J'ai une longue liste d'ex amants <br> Ils te diront que je suis cinglée <br> Car tu sais que j'adore les joueurs <br> Et que tu adores le jeu <br> Parce qu'on est jeune et qu'on est téméraire <br> Nous prendrons ce chemin trop loin <br> Et ça te laissera à bout de souffle <br> Ou avec une vilaine cicatrice <br> J'ai une longue liste d'ex amants <br> Ils te diront que je suis cinglée <br> Mais j'ai un espace vide, bébé <br> Et j'écrirai ton nom"
Blank Space (Voice Memo),"So this next clip is, uh, from a session that I had with Max Martin and Johan Shellback and what we like to do is we like to run, um, a recording on our phones of everything we're doing when we're putting a song together, just in case one of us blurts out a cool melody and then we forget about it, we want to go back and then-and replay the tape so that we can remind ourselves what exactly we were saying. Um, so I brought in this idea called ""Blank Space,"" and this was me playing it for Max and Johan for the first time and they're shouting out these production ideas like, you know the ""Oh!"" at the beginning of the chorus, um, and that ended up in the song. So, this is the very beginning stages of the song on the album called ""Blank Space.""  <br>  <br>  <br>  <br> ""Nice to meet you, where you been? <br> I could show you incredible things..."""
Blank Spaces,"Nice to meet you <br> Where you've been? <br> I can show you incredible things <br> Magic, madness, heaven, sins <br> Saw you there and I thought oh my god <br> Look at that face, you look like my next mistake <br> Love's a game, wanna play <br> New money, suit and tie <br> I can read you like a magazine <br> Ain't it funny rumors fly <br> And I know you've heard about me <br> So hey, let's be friends <br> And I will see how this one ends <br> Grab your pa**port and my hand <br> I can make the bad guys good for a weekend <br> So it's gonna be forever <br> Or it's gonna go down in flames <br> You can tell me when it's over <br> If the high was worth the pain <br> Got a longless, drivers, lovers <br> They'll tell you I'm insane <br> Cause you know I love the players <br> And you love the game <br> Cause we're young and we're reckless <br> We'll take this way too far and leave you breathless <br> Or with a nasty scar <br> Got a longless, drivers, lovers <br> They'll tell you I'm insane <br> But I got a blank space baby <br> And I'll write your name <br> Cherry lips <br> Crystal skies <br> I could show you incredible things <br> Slowly kisses, pretty lies <br> You're the kink baby I'm your queen <br> Find out what you want <br> Be that girl for a month <br> But the worst is yet to come <br> Oh no <br> Screaming, crying, perfect storms <br> I could make all the tables turn <br> Rose garden filled with thorns <br> Keep you second guessing like oh my god  <br>  <br>  <br>  <br> Who is she? I get drunk on jealousy <br> But you'll come back each time you leave <br> Cause darling I'm a nightmare dressed like a daydream <br> So it's gonna be forever <br> Or it's gonna go down in flames <br> You can tell me when it's over <br> If the high was worth the pain <br> Got a longless, drivers, lovers <br> They'll tell you I'm insane <br> Cause you know I love the players <br> And you love the game <br> Cause we're young and we're reckless <br> We'll take this way too far and leave you breathless <br> Or with a nasty scar <br> Got a longless, drivers, lovers <br> They'll tell you I'm insane <br> But I got a blank space baby <br> And I'll write your name <br> Boy there's only one love <br> If it's torture <br> Don't say I didn't say I didn't warn you <br> Boy it's only one love if it's torture <br> Don't say I didn't say I didn't warn you <br> So it's gonna be forever <br> Or it's gonna go down in flames <br> You can tell me when it's over <br> If the high was worth the pain <br> Got a longless, drivers, lovers <br> They'll tell you I'm insane <br> Cause you know I love the players <br> And you love the game <br> Cause we're young and we're reckless <br> We'll take this way too far and leave you breathless <br> Or with a nasty scar <br> Got a longless, drivers, lovers <br> They'll tell you I'm insane <br> But I got a blank space baby <br> And I'll write your name"
Both of Us,"[Hook: Taylor Swift] <br> I wish I was strong enough to lift not one but both of us <br> Some day I will be strong enough to lift not one but both of us <br> [Verse 1: B.o.B] <br> Ever thought about losing it <br> When your money's all gone and you lose your whip <br> You might lose your grip when the landlord tell you that you due for rent <br> And the gra** so green on the other side <br> Make a n***a wanna run straight through the fence <br> Open up the fridge about 20 times <br> But still can't find no food in it <br> That's foolishness <br> And sometimes I wonder, why we care so much about the way we look <br> And the way we talk and the way we act and the clothes we bought <br> How much that cost? <br> Does it even really matter? <br> Cause if life is an uphill battle <br> But y'all tryna climb with the same ol' ladder <br> In the same boat, with the same ol' paddle <br> Why so shallow? I'm just asking <br> What's the pattern to the madness? <br> Everybody ain't a number one draft pick <br> Most of us ain't Hollywood actors <br> But if it's all for one, and one for all <br> Then maybe one day, we all can ball <br> Do it one time for the underdogs <br> Sincerely yours, from one of y'all <br> [Hook: Taylor Swift] <br> I wish I was strong enough to lift not one but both of us <br> Some day I will be strong enough to lift not one but both of us  <br>  <br>  <br>  <br> [Verse 2: B.o.B] <br> I can feel your pain, I can feel your struggle <br> You just wanna live, but everything's so low <br> That you could drown in a puddle <br> That's why I gotta hold us up, yeah hold us up <br> For all the times no one's ever spoke for us <br> To every single time that they play this song <br> You can say that that's what Bobby Ray wrote for us <br> When the tides get too high <br> And the sea up underneath get so deep <br> And you feel like you're just another person <br> Getting lost in the crowd, way up high in the nosebleeds <br> Uh, because we've both been there, both of us <br> But we still stand tall with our shoulders up <br> And even though we always against the odds <br> These are the things that've molded us <br> And if life hadn't chosen us <br> Sometimes I wonder where would've wound up <br> Cause if it was up to me, I'd make a new blueprint <br> Then build it from the ground up, hey <br> But if it's all for one, and one for all <br> Then maybe one day, we all can ball <br> Do it one time for the underdogs <br> From Bobby Ray, to all of y'all <br> [Hook: Taylor Swift] <br> I wish I was strong enough to lift not one but both of us <br> Some day I will be strong enough to lift not one but both of us"
Breathe,"I see your face in my mind as I drive away <br> 'Cause none of us thought it was gonna end that way <br> People are people and sometimes we change our minds <br> But it's k**ing me to see you go after all this time <br> Mmm mmm mmm, mmm mmm mmm, mmm mmm <br> Mmm mmm mmm, mmm mmm mmm, mmm mmm <br> Music starts playin' like the end of a sad movie <br> It's the kinda ending you don't really wanna see <br> 'Cause it's tragedy and it'll only bring you down <br> Now I don't know what to be without you around <br> And we know it's never simple, never easy <br> Never a clean break, no one here to save me <br> You're the only thing I know like the back of my hand <br> And I can't breathe <br> Without you, but I have to <br> Breathe <br> Without you, but I have to <br> Never wanted this, never want to see you hurt <br> Every little bump in the road I tried to swerve <br> But people are people and sometimes it doesn't work out  <br>  <br>  <br>  <br> Nothing we say is gonna save us from the fall out <br> And we know it's never simple, never easy <br> Never a clean break, no one here to save me <br> You're the only thing I know like the back of my hand <br> And I can't breathe <br> Without you, but I have to <br> Breathe <br> Without you, but I have to <br> Its two a.m., feelin' like I just lost a friend <br> Hope you know it's not easy, easy for me <br> Its two a.m., feelin' like I just lost a friend <br> Hope you know this ain't easy, easy for me <br> And we know it's never simple, never easy <br> Never a clean break, no one here to save me, oh <br> I can't breathe <br> Without you, but I have to <br> Breathe <br> Without you, but I have to <br> Breathe <br> Without you, but I have to <br> I'm sorry, I'm sorry, I'm sorry, I'm sorry <br> I'm sorry, I'm sorry, I'm sorry"
Breathe (Taylor’s Version),"[Verse 1: Taylor Swift] <br> I see your face in my mind as I drive away <br> 'Cause none of us thought it was gonna end that way <br> People are people and sometimes we change our minds <br> But it's killing me to see you go after all this time <br> [Break: Taylor Swift] <br> Mm-mm, mm-mm-mm-mm <br> Mm-mm, mm-mm-mm-mm <br> [Verse 2: Taylor Swift with Colbie Caillat] <br> The music starts playing like the end of a sad movie <br> It's the kind of ending you don't really wanna see <br> 'Cause it's tragedy and it'll only bring you down <br> Now I don't know what to be without you around <br> [Pre-Chorus: Taylor Swift with Colbie Caillat] <br> And we know it's never simple, never easy <br> Never a clean break, no one here to save me <br> You're the only thing I know like the back of my hand <br> [Chorus: Taylor Swift with Colbie Caillat] <br> And I can't breathe without you, but I have to <br> Breathe without you, but I have to <br> [Verse 3: Taylor Swift with Colbie Caillat] <br> Never wanted this, never wanna see you hurt <br> Every little bump in the road, I tried to swerve <br> But people are people and sometimes it doesn't work out <br> And nothin' we say is gonna save us from the fallout <br>  <br>  <br>  <br> [Pre-Chorus: Taylor Swift with Colbie Caillat] <br> And we know it's never simple, never easy <br> Never a clean break, no one here to save me <br> You're the only thing I know like the back of my hand <br> [Chorus: Taylor Swift with Colbie Caillat] <br> And I can't breathe without you, but I have to <br> Breathe without you but I have to <br> [Bridge: Taylor Swift with Colbie Caillat] <br> It's 2 A.M., feeling like I just lost a friend <br> Hope you know it's not easy, easy for me <br> It's 2 A.M., feeling like I just lost a friend <br> Hope you know this ain't easy, easy for me <br> [Pre-Chorus: Taylor Swift with Colbie Caillat] <br> And we know it's never simple, never easy <br> Never a clean break, no one here to save me, oh <br> [Chorus: Taylor Swift with Colbie Caillat] <br> I can't breathe without you, but I have to <br> Breathe without you, but I have to <br> Breathe without you, but I have to <br> Breathe without you, but I have to <br> [Outro: Taylor Swift & Colbie Caillat] <br> I'm sorry, I'm sorry (Mmm) <br> I'm sorry, (Yeah, yeah) I'm sorry <br> I'm sorry, I'm sorry (Ooh, ooh) <br> I'm sorry"
Breathless,"[Verse 1] <br> Here you are now <br> Fresh from your war <br> Back from the edge of time <br> And all that you were <br> Stripped to the bone <br> I thought you'¬d want to know <br> [Chorus] <br> That when you feel the world is crashing <br> All around your feet <br> Come running headlong into my arms <br> Breathless <br> I'll never judge you <br> I can only love you <br> Come now running headlong <br> Into my arms <br> Breathless <br> [Verse 2] <br> Lay down your guns <br> Too weak to run <br> Nothing can harm you here <br> Your precious heart <br> Broken and scarred <br> Somehow you made it through <br> I only ask that you won't go again <br> [Chorus] <br> When you feel the world is crashing <br> All around your feet  <br>  <br>  <br>  <br> Come running headlong into my arms <br> Breathless <br> I'll never judge you <br> I can only love you <br> Come now running headlong <br> Into my arms <br> Breathless <br> [Verse 3] <br> I'm so glad to see you smiling <br> So good to hear your laugh <br> I think that you've found you even <br> Missed yourself <br> I'm only asking this because I think that <br> Truth be told <br> Oh, you'll never go again <br> Again <br> [Chorus] <br> When you feel the world is crashing <br> All around your feet <br> Come running headlong into my arms <br> Breathless <br> I'll never judge you <br> I can only love you <br> Come now running headlong <br> Into my arms <br> Breathless <br> Breathless"
Brought Up That Way,"[Verse 1] <br> Emily comes home from school <br> Grabs onto her daddy's hand <br> He says ""Baby girl what's wrong with you?"" <br> She says ""Please don't make me go back there again"" <br> She said ""I wish there was some way <br> To make them stop it"" <br> So he drives down to <br> That principles office and says <br> [Chorus] <br> ""I didn't bring her up <br> So they could cut her down <br> I didn't bring her here <br> So they could shut her out <br> I live my whole damn life <br> To see that little girl's smile <br> So why are tears pouring down that sweet face? <br> She wasn't brought up that way"" <br> [Verse 2] <br> Emily's home late again <br> He sees that boy drive away <br> Oh but something's different this time <br> She doesn't have too much to say <br> She said ""He tried but <br> There's just some things I won't do"" <br> And through the tears <br> She said ""I couldn't do that to you"" <br> And he said  <br>  <br>  <br>  <br> [Chorus] <br> ""I didn't bring you up <br> So he could wear you down <br> Take that innocent heart <br> And turn it inside out <br> I live my whole damn life <br> To see my little girl's smile <br> So don't let nobody take that away <br> You weren't brought up that way"" <br> [Verse 3] <br> The phone rings on a rainy night <br> Says ""It's officer tate"" <br> He said ""Sir, there's been an accident <br> You better come down here right away <br> A drunken driver missed an over pa** <br> And Emily, she's fading fast"" <br> He says ""God, I didn't bring her up <br> To watch them lay her down <br> Nearly k**ed me today <br> They put her own momma in the ground <br> Only thing that kept me alive <br> Was that little girl's smile <br> So please don't take that away <br> It won't be easy taking her today <br> She wasn't brought up that way"" <br> [Outro] <br> He stands over the hospital bed <br> Emily opens her eyes"
