Song Title,Lyrics
Like Real People Do (Live In America),"I had a thought, dear <br> However scary <br> About that night <br> The bugs and the dirt <br> Why were you digging? <br> What did you bury <br> Before those hands pulled me <br> From the earth? <br> I will not ask you where you came from <br> I will not ask and neither should you <br> Honey just put your sweet lips on my lips <br> We should just kiss like real people do <br> I knew that look dear <br> Eyes always seeking <br> Was there in someone <br> That dug long ago <br>  <br>  <br>  <br> So I will not ask you <br> Why you were creeping <br> In some sad way I already know <br> So I will not ask you where you came from <br> I would not ask and neither would you <br> Honey just put your sweet lips on my lips <br> We should just kiss like real people do <br> I could not ask you where you came from <br> I could not ask and neither could you <br> Honey just put your sweet lips on my lips <br> We could just kiss like real people do"
Moment's Silence,"When stunted hammers place with men my mere monstrosity <br> Alarms are struck I'm sure as sh** by sheer atrocity <br> A cure I know that soothes the soul, the soul impossibly <br> A moment's silence when my baby puts her mouth on <br> Me and my babe relaxin' catching manic rhapsody <br> All reason flown, as God looks on in abject apathy <br> A swollen Lord that measly a prayer in perfect parody <br> A moment's silence when my baby puts her mouth on me <br> When the meaning's gone, there is clarity <br> And the reason comes in the common tongue of your lovin' me <br> And it's easy, darling, I need a remedy <br> And the reason comes in the common tongue of your lovin' me  <br>  <br>  <br>  <br> What yields the need for those who lead us oh so morally <br> Those that would view the sin we do through their deformity <br> Who view the deed as power's creed is pure authority <br> This moment's silence when my baby puts her mouth on me <br> Since it's all been gone, to it's reckoning <br> Then the reason comes in the common tongue of your lovin' me <br> Be thankful, Son, now we lovingly <br> Let the reason come to the common tongue of your lovin' me <br> Like a heathen clung to the harmony <br> Let the reason come to the common tongue of your lovin' me <br> It's a silent night upon the rosary <br> Let the reason come in the common tongue of your lovin' me"
Movement,"Still want you when you're grooving? <br> As if the water from the bottom of a pool <br> Your moving, without moving <br> When you move, I move <br> You are a call to motion <br> They're all ? <br> Like Jonah on the ocean <br> When you move, I move <br> When you move over to mine <br> Youre all that I want to <br> When you move I could never define <br> All that you are to me <br> So move me baby <br> Like ? and willow tree <br> You do it naturally <br> Move me baby <br> You are the right movement <br> You squeezing and they lose it, their cool <br> And I know its no improvement <br> When you move, I move <br> Your ? and ? <br> My friends stare in secret/sequence, Honey you  <br>  <br>  <br>  <br> Your atlas and their sleeping <br> When you move, I move <br> When you move I can recall <br> Something that's gone from me <br> When you move honey <br> I'm putting ? <br> Something so far and free <br> So move me baby <br> Like ? and willow tree <br> You do it naturally <br> Move me baby <br> So move me baby <br> Like you've nothing less to lose <br> Nothing to prove <br> Move me baby <br> Move like gray skies <br> Move like above the paradise <br> Move like ? northside ? <br> Like ? and willow tree <br> You do it naturally <br> Move me baby <br> So move me baby <br> Like you've nothing less to lose <br> Nothing to prove <br> Move me baby"
My Love Will Never Die,You've done <br> Me wrong <br> For a long <br> long time <br> But after all <br> You've done <br> I never changed <br> My mind <br> Honey please <br> Try to love me <br> Honey please <br> Honey try <br> My love will never die <br> Flowers <br> Flowers grow  <br>  <br>  <br>  <br> Where I'm laid <br> To rest <br> Honey pick <br> A blossom <br> And hold it <br> Hold it <br> To your breast <br> Honey you know <br> That's my love <br> Bursting loud <br> From inside <br> My love <br> Oh my love my love <br> will never die
Nfwmb,"When I first saw you, the end was soon <br> To Bethlehem, it slouched and then <br> Must've caught a good look at you <br> Give your heart and soul to charity <br> 'Cause the rest of you, the best of you <br> Honey, belongs to me <br> Ain't it a gentle sound, the rollin' in the graves? <br> Ain't it like thunder under earth, the sound it makes? <br> Ain't it exciting you, the rumble where you lay? <br> Ain't you my baby? <br> Ain't you my baby? <br> Nothing f**s with my baby <br> Nothing can get a look in on my baby <br> Nothing f**s with my baby <br> Nothing, nothing, nothing, nothing <br> If I was born as a blackthorn tree <br> I'd wanna be felled by you, held by you <br> Fuel the pyre of your enemies  <br>  <br>  <br>  <br> Ain't it warming you, the world goin' up in flames? <br> Ain't it the life where you you're lighting up the blaze? <br> Ain't it a waste it watch the throwing of the shade? <br> Ain't you my baby? <br> Ain't you my baby? <br> Nothing f**s with my baby <br> Nothing can get a look in on my baby <br> Nothing f**s with my baby <br> Nothing, nothing, nothing, nothing <br> Nothing f**s with my baby <br> Nothing can get a look in on my baby <br> Nothing f**s with my baby <br> Nothing, nothing, nothing, nothing <br> Nothing f**s with my baby <br> Nothing can get a look in on my baby <br> Nothing f**s with my baby <br> Nothing, nothing, nothing, nothing"
Nina Cried Power,"[Hozier] <br> It's not the wakin', it's the risin' <br> It is the groundin' of a foot uncompromisin' <br> It's not forgoin' of the lie <br> It's not the openin' of eyes <br> It's not the wakin', it's the risin' <br> It's not the shade we should be cast in <br> It's the light and it's the obstacle that casts it <br> It's the heat that drives the light <br> It's the fire it ignites <br> It's not the wakin', it's the risin' <br> It's not the song, it is the singin' <br> It's the heaven of the human spirit ringin' <br> It is the bringin' of the line <br> It is the bearin' of the rhyme <br> It's not the wakin', it's the risin' <br> [Mavis Staples and Hozier] <br> And I could cry power (power) <br> Power (power) <br> Power, Lord! <br> Nina cried power <br> Billie cried power <br> Mavis cried power <br> And I could cry power <br> Power (power) <br> Power (power) <br> Power, Lord! <br> Curtis cried power <br> Patti cried power <br> Nina cried power <br> [Hozier] <br> It's not the war but what's behind it <br> Oh, the fear of fellow men is near a**ignment  <br>  <br>  <br>  <br> And everythin' that we're denied by keepin' the divide <br> It's not the wakin', it's the risin' <br> [Hozier and Mavis Staples] <br> And I could cry power (power) <br> Power (power) <br> Power (power) <br> Power, Lord! <br> Nina cried power <br> Lennon cried power <br> James Brown cried power <br> And I could cry power <br> Power (power) <br> Power (power) <br> Power <br> B.B. cried power <br> Joni cried power <br> Nina cried power <br> [ Mavis Staples] <br> And I could cry power <br> Power has been cried by those stronger than me <br> Straight into the face that tells you to rattle your chains <br> If you love bein' free <br> [Hozier and Mavis Staples] <br> Ah, lord I could cry power <br> Power (power) <br> 'Cause power is my love when my love reaches to me <br> James Brown cried power <br> Seger cried power <br> Marvin cried power <br> Yeah ah, power <br> James cried power <br> Millie cried power <br> Patti cried power <br> Billie, power <br> Dylan, power <br> Woody, power <br> Nina cried power"
No Plan,"For starts <br> What a waste to say the heart could feel apart <br> Or feel complete, baby <br> Why would you make out of words <br> A cage for your own bird? <br> When it sings so sweet <br> The screaming, heaving, f**ery of the world? <br> Why would you offer a name <br> To the same old tired pain? <br> When all things come from nothin' <br> And honey, if nothin's gained? <br> My heart is thrilled by the still of your hand <br> That's how I know now that you understand <br> There's no plan <br> There's no race to be run <br> The harder the rain, honey, the sweeter the sun <br> There's no plan <br> There's no kingdom to come <br> I'll be your man if you got love to get done <br> Sit in and watch the sunlight fade <br> Honey, enjoy, it's gettin' late <br> There's no plan <br> There's no hand on the rein <br> As Mack explained, there will be darkness again <br> Let it hurl, let the awful song be heard <br> Blue bird, I know your beat, baby <br> But your secret is safe with me <br> 'Cause if secrets were like seeds <br> Keep my body from the fire <br> Hire a gardener for my grave <br> Your secret is safe with me <br> And if secrets were like seeds  <br>  <br>  <br>  <br> When I'm lying under marble <br> Marvel at flowers you'll have made <br> My heart is thrilled by the still of your hand <br> That's how I know now that you understand <br> There's no plan <br> There's no race to be run <br> The harder the pain, honey, the sweeter the song <br> There's no plan <br> There's no kingdom to come <br> I'll be your man if you got love to get done <br> Sit in and watch the sunlight fade <br> Honey, enjoy, it's gettin' late <br> There's no plan <br> There's no hand on the rein <br> As Mack explained, there will be darkness again <br> My heart is thrilled by the still of your hand <br> That's how I know now that you understand <br> How big the hourgla**, how deep the sand <br> I shouldn't have hoped to know, but here I stand <br> There's no plan <br> There's no race to be run <br> The harder the rain, honey, the sweeter the sun <br> There's no plan <br> There's no kingdom to come <br> I'll be your man if you got love to get done <br> Sit in and watch the sunlight fade <br> Honey, enjoy, it's gettin' late <br> There's no plan <br> There's no hand on the rein <br> As Mack explained, there will be darkness again"
Nobody,"You know when it's twelve o'clock in Soho, baby <br> It's gin o'clock where I'll wake up, I don't know <br> And I think about you though everywhere I go <br> And I've done everything and I've been everywhere, you know <br> I've been fed gold <br> By sweet fools in Abu Dhabi <br> And I've danced real slow <br> With Rockettes on dodgy Molly <br> But I've had no love like your love <br> Ooh from nobody <br> I'd be appalled if I saw you ever try to be a saint <br> I wouldn't fall for someone I thought couldn't misbehave <br> But I want you to know that I've had no love like your love <br> Honey, when you warm the bed on Wednesday <br> It's suicide Tuesday back in LA  <br>  <br>  <br>  <br> If I had the choice between hearing either noise <br> The excitement of a thousand dollars or the soothing of your voice <br> At first chance <br> I'd take the bed warmed by the body <br> I once warmed my hands <br> Over a burnin' Maserati <br> But I've had no love like your love <br> From nobody <br> I'd be appalled if I saw you ever try to be a saint <br> I wouldn't fall for someone I thought couldn't misbehave <br> But I want you to know that I've had no love like your love <br> And on the other side, why should we deny the truth? <br> We could have less to worry about, honey, I won't lie to you <br> But everything I do I've had no love like your love"
Run,"[Chorus] <br> Rare is this love, keep it covered <br> I need you to run to me, run to me, lover <br> Run until you feel your lungs bleeding <br> [Verse 1] <br> Oh but the pharaoh knows <br> Her hungry eye, her ancient soul <br> It's carried by the sneer in the night rule <br> Know what it is to grow <br> Beneath her sky, a punishing cold <br> To sow the light of her ancient misery <br> To be twisted by something <br> A shame without a sin <br> Like how she twisted the bug man  <br>  <br>  <br>  <br> After she married him <br> [Chorus] <br> [Verse 2] <br> But in all the world <br> There is one lover worthy of her <br> With as many souls claimed as she <br> But for all he's worth <br> He still shatters always on her earth <br> The cause of every tear she'd ever weep <br> Rushing ashore to meet her <br> Foaming with loneliness <br> White ends to follow and meet her <br> Give her his onliness <br> [Chorus](x4)"
Shrike,"I couldn't utter my love when it counted <br> Ah, but I'm singing like a bird, 'bout it now <br> I couldn't whisper when you needed it shouted <br> Ah, but I'm singing like a bird, 'bout it now <br> Bites on above <br> But never would form <br> Like a cry at the final breath that is drawn <br> Remember me love, when I'm reborn <br> As the shrike to your sharp and glorious thorn <br> And I had no idea on what ground I was founded <br> All of that goodness is going with you now <br> Then when I met you my virtues uncounted <br> All of my goodness is going with you now  <br>  <br>  <br>  <br> Driving alone, fall on your thorn <br> Hung like the pearl of some prey you had worn <br> Remember me love, when I'm reborn <br> As a shrike to your sharp and glorious thorn <br> I fled to the city with so much discounted <br> Ah, but I'm flying like a bird to you now <br> Back to the hedgerows where bodies are mounted <br> Ah, but I'm flying like a bird to you now <br> I was hatched by your warmth <br> Thus transformed <br> But you're grounded and giving <br> And darkening scorn <br> Remember me love, when I'm reborn <br> As a shrike to your sharp and glorious thorn"
Someone New,Don't take this the wrong way <br> You knew who I was every step that I ran to you <br> Only blue or black day <br> Electing strange perfections in any stranger I choose <br> Would things be easier if there was a right way <br> Honey there is no right way <br> And so I fall in love just a little ol' little bit <br> Every day with someone new <br> I fall in love just a little ol' little bit every day with someone new <br> I fall in love just a little ol' little bit every day with someone new <br> I fall in love just a little ol' little bit every day with someone new <br> There's an art to life's distractions <br> Somehow escapes the burning weight the art of scraping through <br> Some like to imagine <br> The dark thrills of someone else I guess any thrill will do <br> Would things be easier if there was a right way <br> sponsored links <br> Honey there is no right way <br> And so I fall in love just a little ol' little bit <br> Every day with someone new <br> I fall in love just a little ol' little bit every day with someone new <br> I fall in love just a little ol' little bit every day with someone new  <br>  <br>  <br>  <br> I fall in love just a little ol' little bit every day with someone new <br> I wake at the first crink of morning <br> And my heart's already sent. <br> How could your sweet love and you would pray for him <br> Cos God knows I fall in love just a little ol' little bit <br> Every day with someone new <br> I fall in love just a little ol' little bit every day with someone new <br> I fall in love just a little ol' little bit every day with someone new <br> I fall in love just a little ol' little bit every day with someone new <br> I fall in love just a little ol' little bit every day with someone new <br> I fall in love just a little ol' little bit every day with someone new <br> Love with every stranger the stranger the better <br> Love with every stranger the stranger the better <br> Love with every stranger the stranger the better <br> Love with every stranger the stranger the better <br> Love with every stranger the stranger the better <br> Love with every stranger the stranger the better <br> I fall in love just a little ol' little bit every day with someone new <br> [Repeat til end]
Someone New (Live In America),"Don't take this the wrong way, <br> You knew who I was with every step that I ran to you, <br> Only blue or black days, <br> Electing strange perfections in any stranger I choose. <br> Would things be easier if there was a right way? <br> Honey, there is no right way. <br> And so I fall in love just a little <br> Oh a little bit every day with someone new <br> I fall in love just a little, oh a little bit every day with someone new <br> I fall in love just a little, oh a little bit every day with someone new <br> I fall in love just a little, oh a little bit every day with someone new <br> There's an art to life's distractions, <br> To somehow escape the burning weight, the art of scraping through, <br> Some like to imagine, <br> The dark caress of someone else, I guess any thrill will do <br> Would things be easier if there was a right way? <br> Honey, there is no right way. <br> And so I fall in love just a little <br> Oh a little bit every day with someone new <br> I fall in love just a little, oh a little bit every day with someone new <br> I fall in love just a little, oh a little bit every day with someone new <br> I fall in love just a little, oh a little bit every day with someone new <br>  <br>  <br>  <br> I wake at the first cringe of morning, <br> And my heart's already sinned. <br> How pure, how sweet a love, Aretha, that you would pray for him. <br> 'Cause God knows I fall in love just a little, oh <br> A little bit every day with someone new <br> I fall in love just a little, oh a little bit every day with someone new <br> I fall in love just a little, oh a little bit every day with someone new <br> I fall in love just a little, oh a little bit every day with someone new <br> I fall in love just a little, oh a little bit every day with someone new <br> I fall in love just a little, oh a little bit every day <br> Love with every stranger, the stranger the better <br> Love with every stranger, the stranger the better <br> Love with every stranger, the stranger the better <br> Love with every stranger, the stranger the better <br> Love with every stranger, the stranger the better <br> Love with every stranger, the stranger the better <br> I fall in love just a little, oh a little bit every day with someone new <br> [Repeat 'til end]"
Sunlight,"I would shun the light <br> Share in evening's cool and quiet <br> Who would trade that hum of night <br> For sunlight, sunlight, sunlight <br> Whose heart would not take flight? <br> Betray the moon as acolyte <br> On first and fierce affirming sight <br> Of sunlight, sunlight, sunlight <br> I had been lost to you, sunlight <br> And flew like a moth to you, sunlight <br> Oh your love is sunlight <br> Oh your love is sunlight <br> But it is sunlight <br> Oh, the tale is the same <br> Told before and told again <br> A soul that's born in cold and rain <br> Knows sunlight, sunlight, sunlight <br> At last can grant a name <br> To a buried and a burning flame <br> As love and its decisive pain <br> Oh my sunlight, sunlight, sunlight <br> All that was shown to me, sunlight <br> Was something foreknown to me, sunlight <br> Oh your love is sunlight <br> Oh your love is sunlight <br> But it is sunlight  <br>  <br>  <br>  <br> Oh your love is sunlight <br> Oh your love is sunlight <br> But it is sunlight <br> Sunlight <br> All these colours fade for you only <br> Carry me slowly, my sunlight <br> All these colours fade for you only <br> Carry me slowly, my sunlight <br> Each day you rise with me <br> Know that I would gladly be <br> The Icarus to your certainty <br> Oh my sunlight, sunlight, sunlight <br> Strap the wing to me <br> d**h trap clad, happily <br> With wax melted I'd meet the sea <br> Under sunlight, sunlight, sunlight <br> Oh your love is sunlight <br> Oh your love is sunlight <br> But it is sunlight <br> Oh your love is sunlight <br> Oh your love is sunlight <br> But it is sunlight <br> Oh your love is sunlight <br> Oh your love is sunlight <br> But it is sunlight <br> Oh your love is sunlight <br> Oh your love is sunlight <br> But it is sunlight <br> Sunlight, sunlight, sunlight, sunlight, sunlight"
Take Me To Church,"[Verse 1] <br> My lover's got humour <br> She's the giggle at a funeral <br> Knows everybody's disapproval <br> Should've worshipped her sooner <br> If the Heavens ever did speak <br> She's the last true mouthpiece <br> Every Sunday's getting more bleak <br> Fresh poison each week <br> ""We were born sick,"" you heard them say it <br> My church offers no absolutes <br> She tells me worship in the bedroom <br> The only heaven I'll be sent to <br> Is when I'm alone with you <br> I was born sick, but I love it <br> Command me to be well <br> Amen. Amen. Amen <br> [Chorus x2:] <br> Take me to church <br> I'll worship like a dog at the shrine of your lies <br> I'll tell you my sins and you can sharpen your knife <br> Offer me that d**hless d**h <br> Good God, let me give you my life <br> [Verse 2] <br> If I'm a pagan of the good times <br> My lover's the sunlight <br> To keep the Goddess on my side <br> She demands a sacrifice <br> To drain the whole sea <br>  <br>  <br>  <br> Get something shiny <br> Something meaty for the main course <br> That's a fine looking high horse <br> What you got in the stable? <br> We've a lot of starving faithful <br> That looks tasty <br> That looks plenty <br> This is hungry work <br> [Chorus x2:] <br> Take me to church <br> I'll worship like a dog at the shrine of your lies <br> I'll tell you my sins so you can sharpen your knife <br> Offer me my d**hless d**h <br> Good God, let me give you my life <br> [Bridge] <br> No masters or kings when the ritual begins <br> There is no sweeter innocence than our gentle sin <br> In the madness and soil of that sad earthly scene <br> Only then I am human <br> Only then I am clean <br> Amen. Amen. Amen <br> [Chorus x2:] <br> Take me to church <br> I'll worship like a dog at the shrine of your lies <br> I'll tell you my sins and you can sharpen your knife <br> Offer me that d**hless d**h <br> Good God, let me give you my life"
Talk,"I'd be the voice that urged Orpheus <br> When her body was found <br> Hey yeah <br> I'd be the choiceless hope in grief <br> That drove him underground <br> Hey yeah <br> I'd be the dreadful need in the devotee <br> That made him turn around <br> Hey yeah <br> And I'd be the immediate forgiveness <br> In Eurydice <br> Imagine being loved by me <br> I won't deny I've got in my mind now (Hey, yeah) <br> All the things I would do <br> So I try to talk refined <br> For fear that you find out (Hey, yeah) <br> How I'm imagining you <br> I'd be the last shred of truth <br> In the lost myth of true love <br> Hey yeah <br> I'd be the sweet feeling of release  <br>  <br>  <br>  <br> Mankind now dreams of <br> Hey yeah <br> That's found in the last witness before the wave hits <br> Marvelling at God <br> Hey yeah <br> Before he feels alone one final time <br> And marries the sea <br> Imagine being loved by me <br> I won't deny I've got in my mind now (Hey, yeah) <br> All the things I would do <br> So I try to talk refined <br> For fear that you find out (Hey, yeah) <br> How I'm imagining you <br> I won't deny I've got in my mind now (Hey, yeah) <br> All the things we could do <br> So I try to talk refined <br> For fear that you find out (Hey, yeah) <br> How I'm imagining you"
Tell It to My Heart,"[Verse 1] <br> I can work you out <br> Are you thinkin' 'bout somethin' better? <br> Holdin' on to you <br> Why you drag me through stormy weather? <br> The only time you smile is in the photograph <br> And when I pull you close it's like you're holdin' back <br> Before we turn to strangers tryna love in the dark <br> [Pre-Chorus] <br> Tell it to my heart <br> 'Cause I can't keep guessing if it's me you're missing? <br> Tell it to my heart <br> 'Cause the sounded silence if it's a place we're dying <br> [Chorus] <br> Tell it to my heart, heart, oh-ah <br> Tell it to my heart, hеart, oh-ah <br> [Post-Chorus] <br> Tell it to my heart <br> 'Cause I can't keep guеssing if it's me you're missing? <br> Tell it to my heart <br> 'Cause the sounded silence if it's a place we're dying <br> Tell it to my heart <br>  <br>  <br>  <br> [Verse 2] <br> Before a light goes out <br> Come and tell me now if something's fadin' <br> 'Cause I can feel it in every single thing that you're not sayin' <br> And you move close to me but I can feel the space <br> Whatever time we had I'm not gonna waste <br> Before we turn to strangers tryna love in the dark <br> [Pre-Chorus] <br> Tell it to my heart <br> 'Cause I can't keep guessing if it's me you're missing? <br> Tell it to my heart <br> 'Cause the sounded silence <br> [Chorus] <br> Tell it to my heart, heart, oh-ah <br> Tell it to my heart, heart, oh-ah <br> [Post-Chorus] <br> Tell it to my heart <br> 'Cause I can't keep guessing if it's me you're missing? <br> Tell it to my heart <br> 'Cause the sounded silence if it's a place we're dying <br> Tell it to my heart"
To be Alone,"Never feel too good in crowds <br> With folks around, when they're playing <br> The anthems of rape culture loud <br> Crude and proud, creatures baying <br> All I've ever done is hide <br> From our times, when you're near me <br> Honey, when you k** the lights, and kiss my eyes <br> I feel like a person for a moment of my life <br> But you don't know what hell you put me through <br> To have someone kiss the skin that crawls from you <br> To feel your weight in arms I'd never use <br> It's the god that h**n prays to <br> It feels good, girl, it feels good <br> It feels good, girl, it feels good <br> It feels good, girl, it feels good <br> To be alone with you <br> There are questions I can't ask <br> Now at last, the worst is over  <br>  <br>  <br>  <br> See the way you hold yourself <br> Reel against, your body's borders <br> I know that you hate this place <br> Not a trace, of me would argue <br> Honey, we should run away, oh someday <br> Our baby and her momma <br> And the damaged love she made <br> But I don't know what else that I would do <br> Than to try to kiss the skin that crawls from you <br> Than feel your weight in arms I'd never use <br> It's the god that h**n prays to <br> It feels good, girl, it feels good <br> It feels good, girl, it feels good <br> It feels good, girl, it feels good <br> To be alone with you <br> It feels good, girl, it feels good <br> It feels good, girl, it feels good <br> It feels good, girl, it feels good <br> To be alone with you"
To Noise Making (Sing),"Remember when you'd sing, just for the f** of it? <br> And any joy it would bring <br> Honey, the look of it was as sweet as the sound <br> Your head tilt back, your funny mouth to the clouds <br> I couldn't hope to know that song and all its words <br> Wouldn't claim to feel the same we felt the first time it was heard <br> I couldn't name that feeling carried in that voice <br> Was it that or just the act of making noise that brought you joy? <br> You don't have to sing it right <br> But who could call you wrong? <br> To put your emptiness to melody <br> Your awful heart to song <br> You don't have to sing it nice, but, honey, sing it strong <br> At best, you find a little remedy, at worst the world will sing along <br> So honey, sing, and sing, and sing, and sing, and sing, and sing, and sing <br> Sing, sing, and sing, and sing, and sing, and sing, sing <br> Remember when you'd sing before we'd move to it? <br> And we'd scuff up our shoes, honey, the groove of it <br> Was whatever you choose <br> ""I Wanna Be Your Lover"" or ""The Fisherman's Blues"" <br> You didn't always sing it right <br> But who could call you wrong? <br> To put your emptiness to melody  <br>  <br>  <br>  <br> Your awful heart to song <br> You don't have to sing it nice, but, honey, sing it strong <br> At best, you find a little remedy, at worst the world will sing along <br> So honey, sing, and sing, and sing, and sing, and sing, and sing, and sing <br> Sing, sing, and sing, and sing, and sing, and sing, sing <br> Who could ask you be unbroken or be brave again? <br> Or, honey, hope even on this side of the grave again? <br> And who could ask you to be sound or to feel saved again? <br> Just stick around until you hear that music play again <br> So honey, sing, and sing, and sing, and sing, and sing, and sing, and sing <br> Sing, sing, and sing, and sing, and sing, and sing, sing <br> So honey, sing, and sing, and sing, and sing, and sing, and sing, and sing <br> Sing, sing, and sing, and sing, and sing, and sing, sing <br> For the love of it <br> So honey, sing, and sing, and sing, and sing, and sing, and sing, and sing <br> Sing, sing, and sing, and sing, and sing, and sing, sing <br> For the love of it <br> Remember when you'd sing, just for the love of it? <br> And any joy it would bring"
"Wasteland, Baby!","All the fear and fire of the end of the world <br> Happens each time a boy falls in love with a girl <br> Happens great, happens sweet <br> Happily, I'm unfazed here, too <br> Wasteland, baby <br> I'm in love, I'm in love with you <br> All the things yet to come are the things that have pa**ed <br> Like the holding of hands, like the breaking of gla** <br> Like the bonfire that burns <br> That all words in the fight fell to <br> Wasteland, baby <br> I'm in love, I'm in love with you <br> And I love too, that love soon might end <br> Be known in its aching <br> Shown in the shaking <br> Lately of my wasteland, baby <br> Be still, my indelible friend, you are unbreaking <br> Though quaking, though crazy <br> That's just wasteland, baby  <br>  <br>  <br>  <br> And that day that we'll watch the d**h of the sun <br> To the cloud and the cold and those jeans you have on <br> And you'll gaze unafraid as they sob from the city roofs <br> Wasteland, baby <br> I'm in love, I'm in love with you <br> And I love too, that love soon might end <br> Be known in its aching <br> Shown in the shaking <br> Lately of my wasteland, baby <br> Be still, my indelible friend, you are unbreaking <br> Though quaking, though crazy <br> That's wasteland, baby <br> When the stench of the sea and the absence of green <br> Are the d**h of all things that are seen and unseen <br> Are an end but the start of all things that are left to do <br> Wasteland, baby <br> I'm in love, I'm in love with you <br> (That's it)"
Whole Lotta Love,"You need coolin’, honey, I’m not fooling <br> I’m gonna send ya back to schoolin’ <br> Way down inside, honey, you need it <br> I wanna give you my love <br> I’m gonna give you my love, babe <br> I wanna whole lotta love <br> [x3] <br> You’ve been learnin’, oh honey, I’ve been burnin’ <br> All those good times baby, baby, I’ve been yearnin’ <br> Oh way down inside, honey you need it  <br>  <br>  <br>  <br> Wanna give you my love <br> Gonna give you my love <br> Hey <br> Wanna whole lotta love <br> [x3] <br> Wanna whole lotta love <br> [x3] <br> You’ve been coolin’, well honey, I’ve been droolin’ <br> All those good times, baby, baby, I’ve been misusin’ <br> Oh way down inside, honey you need it <br> Wanna give you my love <br> Gonna give you my love <br> Hey <br> I wanna whole lotta love <br> [x8]"
Work Song,"Boys workin' on empty <br> Is that the kinda way to face the burning heat? <br> I just think about my baby <br> I'm so full of love I could barely eat <br> There's nothing sweeter than my baby <br> I'd never want once from the cherry tree <br> 'Cause my baby's sweet as can be <br> She give me toothaches just from kissin' me <br> When, my, time comes around <br> Lay me gently in the cold dark earth <br> No grave can hold my body down <br> I'll crawl home to her <br> That's when my baby found me <br> I was three days on a drunken sin <br> I woke with her walls around me <br> Nothin' in her room but an empty crib <br> And I was burnin' up a fever <br> I didn't care much how long I lived <br> But I swear I thought I dreamed her <br> She never asked me once about the wrong I did <br> When, my, time comes around <br> Lay me gently in the cold dark earth  <br>  <br>  <br>  <br> No grave can hold my body down <br> I'll crawl home to her <br> When, my, time comes around <br> Lay me gently in the cold dark earth <br> No grave can hold my body down <br> I'll crawl home to her <br> My baby never fret none <br> About what my hands and my body done <br> If the Lord don't forgive me <br> I'd still have my baby and my babe would have me <br> When I was kissing on my baby <br> And she put her love down soft and sweet <br> In the low lamp light I was free <br> Heaven and hell were words to me <br> When, my, time comes around <br> Lay me gently in the cold dark earth <br> No grave can hold my body down <br> I'll crawl home to her <br> When, my, time comes around <br> Lay me gently in the cold dark earth <br> No grave can hold my body down <br> I'll crawl home to her"
Work Song (Live In America),"Boys workin' on empty <br> Is that the kinda way to face the burning heat? <br> I just think about my baby <br> I'm so full of love I could barely eat <br> There's nothing sweeter than my baby <br> I'd never want once from the cherry tree <br> Cause my baby's sweet as can be <br> She'd give me toothaches just from kissin' me <br> [Chorus:] <br> When, my, time comes around <br> Lay me gently in the cold dark earth <br> No grave, can hold my body down <br> I'll crawl home to her <br> Boys, when my baby found me <br> I was three days on a drunken sin <br> I woke with her walls around me <br> Nothin' in her room but an empty crib <br> And I was burnin' up a fever <br> I didn't care much how long I lived <br> But I swear I thought I dreamed her <br>  <br>  <br>  <br> She never asked me once about the wrong I did <br> [Chorus x2:] <br> When, my, time comes around <br> Lay me gently in the cold dark earth <br> No grave, can hold my body down <br> I'll crawl home to her <br> My babe would never fret none <br> About what my hands and my body done <br> If the Lord don't forgive me <br> I'd still have my baby and my babe would have me <br> When I was kissin' on my baby <br> And she put her love down soft and sweet <br> In the low lamp light I was free <br> Heaven and hell were words to me <br> [Chorus x2:] <br> When, my, time comes around <br> Lay me gently in the cold dark earth <br> No grave, can hold my body down <br> I'll crawl home to her"
